"","population","year","site","nest","species","exp","type","laid","hatch","manip","ring","mate_ring","chick1","chick2","chick3","chick4","chick5","chick6","comments","field_sex_focal","field_sex_mate","code","nest.id","year.cr","year.mr","year.code","first.res","last.res","first.cap","last.cap","first.cap.r","last.cap.r","laying_date","found_date","end_date","fate","latitude","longitude","no_chicks","clutch_size","laying_date.r","found_date.r","end_date.r","hatching_date.r","first.bf.adult","last.bf.adult","adult.not.seen.bf","times.adult.not.seen","total.brood.res","last.bf.adult.before.desertion","datenot.seen.after.desertion","first.bf","last.bf","chicks.alive.last","chicks.not.seen.bf","first.bf.adult.r","last.bf.adult.r","adult.not.seen.bf.r","last.bf.adult.before.desertion.r","datenot.seen.after.desertion.r","first.bf.r","last.bf.r","chicks.alive.last.r","chicks.not.seen.bf.r","chick1.capdate","chick1.tarsus","chick1.weight","chick2.capdate","chick2.tarsus","chick2.weight","chick3.capdate","chick3.tarsus","chick3.weight","largest.chick.tarsus","largest.chick.capture","largest.chick.age","largest.chick.capdate","estimated.ld","layingdate","check.estld","first.res.bs","last.res.bs","first.d.seen","last.d.seen","mol_sex_focal","mol_sex_mate","captured_focalyear_focal","captured_focalyear_mate","northing","easting","estimated.hd","error.p","error.ch","bf.quality","comments_field","comments_stdfile","year.ring","pop.sp","ld.minus10","clutch_size1","clutch_size2","clutch_size3","clutch_size4","fate1","fate2","fate3","fate4","no_chicks1","no_chicks2","no_chicks3","no_chicks4","jd.idate","total.nests.peryear","ordinal.nest.peryear","earliest.seen","latest.seen","min.ldminus10","earliest.founddate","latest.enddate","min.layingdate","bs.start","bs.start.which","bs.end","bs.end.which","bs.length","sex.reliable"
"22","Ceuta",2006,"C","-1","SP","U","U",NA,NA,NA,"CA142",NA,"802122927",NA,NA,NA,NA,NA,NA,"M","F","RX.MX|RX.LX","Ceuta-SP-2006-C--1",2006,2006,"2006-RX.MX|RX.LX",NA,NA,"15/05/2006","13/06/2006","15/05/2006","13/06/2006",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,515,523,NA,0,2,NA,NA,515,"523",515,523,"15/05/2006","23/05/2006",NA,NA,NA,"15/05/2006","23/05/2006","15/05/2006","23/05/2006","15/05/2006",17.6,5.8,NA,NA,NA,NA,NA,NA,17.6,"15/05/2006",-0.022653722,"15/05/2006","20/04/2006",2006-04-20,NA,NA,NA,2006-05-15,2006-06-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2006-CA142","Ceuta-SP",2006-04-10,NA,"3",NA,NA,NA,"PRED",NA,NA,NA,NA,NA,NA,110,2,1,2006-05-15,2006-06-13,2006-04-10,2006-06-12,2006-06-21,2006-04-20,2006-04-10,"min.ldminus10",2006-06-21,"latest.enddate",72,NA
"23","Ceuta",2006,"C","1","SP","U","U",424,519,NA,"CA220","CA177","802122931","802122934","802122935",NA,NA,NA,NA,"M","F","RX.MX|RX.BX","Ceuta-SP-2006-C-1",2006,2006,"2006-RX.MX|RX.BX",NA,NA,"06/05/2006","12/06/2006","06/05/2006","12/06/2006",424,503,519,"HATCH",23.95996667,-106.9172167,"3","3","24/04/2006",2006-05-03,2006-05-19,"19/05/2006",520,523,NA,1,4,NA,NA,520,"523",520,521,"20/05/2006","23/05/2006",NA,NA,NA,"20/05/2006","23/05/2006","20/05/2006","21/05/2006","19/05/2006",18.1,5.9,"20/05/2006",17.9,6.3,"20/05/2006",16.7,5.2,18.1,"19/05/2006",1.595469256,"19/05/2006","22/04/2006",2006-04-24,-1.595469256,NA,NA,2006-05-06,2006-06-12,"M","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2006-CA220","Ceuta-SP",2006-04-14,"3","3",NA,NA,"HATCH","PRED",NA,NA,"3",NA,NA,NA,114,2,1,2006-05-06,2006-06-12,2006-04-14,2006-05-03,2006-06-22,2006-04-24,2006-04-14,"min.ldminus10",2006-06-22,"latest.enddate",69,NA
"24","Ceuta",2006,"C","3","SP","U","U",NA,NA,NA,"CA156","CA202",NA,NA,NA,NA,NA,NA,NA,"M","F","RX.MX|WX.BX","Ceuta-SP-2006-C-3",2006,2006,"2006-RX.MX|WX.BX",NA,NA,"09/05/2006","14/06/2006","09/05/2006","14/06/2006",429,507,520,"PRED",23.9604,-106.9153,NA,"3","29/04/2006",2006-05-07,2006-05-20,NA,NA,NA,NA,NA,0,NA,NA,Inf,"#NAME?",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006-04-29,NA,NA,NA,2006-05-09,2006-06-14,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2006-CA156","Ceuta-SP",2006-04-19,"3","3",NA,NA,"PRED","UNKNOWN",NA,NA,NA,NA,NA,NA,119,2,1,2006-05-09,2006-06-14,2006-04-19,2006-05-07,2006-06-19,2006-04-29,2006-04-19,"min.ldminus10",2006-06-19,"latest.enddate",61,NA
"25","Ceuta",2006,"C","5","SP","U","U",429,603,NA,"CA007","802109742","CA056",NA,NA,NA,NA,NA,NA,"M","F","RX.MX|BX.OX","Ceuta-SP-2006-C-5",2006,2006,"2006-RX.MX|BX.OX",NA,NA,"26/05/2006","26/05/2006","26/05/2006","26/05/2006",509,512,603,"HATCH",23.95976667,-106.919,"1","3","09/05/2006",2006-05-12,2006-06-03,"03/06/2006",607,628,NA,0,12,NA,NA,603,"628",628,NA,"07/06/2006","28/06/2006",NA,NA,NA,"03/06/2006","28/06/2006","28/06/2006",NA,"03/06/2006",17,6.1,NA,NA,NA,NA,NA,NA,17,"03/06/2006",-1.964401294,"03/06/2006","10/05/2006",2006-05-09,1.964401294,NA,NA,2006-05-26,2006-06-28,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2006-CA007","Ceuta-SP",2006-04-29,"3",NA,NA,NA,"HATCH",NA,NA,NA,"1",NA,NA,NA,129,1,1,2006-05-26,2006-06-28,2006-04-29,2006-05-12,2006-06-03,2006-05-09,2006-04-29,"min.ldminus10",2006-06-28,"latest.seen",60,NA
"26","Ceuta",2006,"C","6","SP","U","U",507,NA,NA,"802109793","CA011",NA,NA,NA,NA,NA,NA,NA,"M","F","WX.BX|sX.RM","Ceuta-SP-2006-C-6",2006,2006,"2006-WX.BX|sX.RM",NA,NA,"30/05/2006","30/05/2006","30/05/2006","30/05/2006",507,512,610,"UNHATCH",23.96018333,-106.91735,"0","3","07/05/2006",2006-05-12,2006-06-10,NA,NA,NA,NA,NA,0,NA,NA,Inf,"#NAME?",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006-05-07,NA,NA,NA,2006-05-30,2006-05-30,NA,"F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2006-802109793","Ceuta-SP",2006-04-27,"3",NA,NA,NA,"UNHATCH",NA,NA,NA,"0",NA,NA,NA,127,1,1,2006-05-30,2006-05-30,2006-04-27,2006-05-12,2006-06-10,2006-05-07,2006-04-27,"min.ldminus10",2006-06-10,"latest.enddate",44,NA
"27","Ceuta",2006,"C","7","SP","U","U",508,602,NA,"CA2221","CA002","CA053",NA,NA,NA,NA,NA,NA,"M","F","PX.MX|PX.PX","Ceuta-SP-2006-C-7",2006,2006,"2006-PX.MX|PX.PX",NA,NA,"22/05/2006","24/05/2006","22/05/2006","24/05/2006",508,512,602,"HATCH",23.9602,-106.9178667,"1","3","08/05/2006",2006-05-12,2006-06-02,"02/06/2006",605,628,NA,0,11,NA,NA,602,"628",628,NA,"05/06/2006","28/06/2006",NA,NA,NA,"02/06/2006","28/06/2006","28/06/2006",NA,"02/06/2006",17.1,6,NA,NA,NA,NA,NA,NA,17.1,"02/06/2006",-1.640776699,"02/06/2006","09/05/2006",2006-05-08,1.640776699,NA,NA,2006-05-22,2006-06-28,"M","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2006-CA2221","Ceuta-SP",2006-04-28,"3",NA,NA,NA,"HATCH",NA,NA,NA,"1",NA,NA,NA,128,1,1,2006-05-22,2006-06-28,2006-04-28,2006-05-12,2006-06-02,2006-05-08,2006-04-28,"min.ldminus10",2006-06-28,"latest.seen",61,NA
"28","Ceuta",2006,"C","8","SP","U","U",507,608,NA,"CA029","CA015","CA094",NA,NA,NA,NA,NA,NA,"M","F","RX.MX|OX.OX","Ceuta-SP-2006-C-8",2006,2006,"2006-RX.MX|OX.OX","14/06/2006","14/06/2006","30/05/2006","23/06/2006","30/05/2006","23/06/2006",507,513,608,"HATCH",23.95988333,-106.9169,"1","3","07/05/2006",2006-05-13,2006-06-08,"08/06/2006",608,612,NA,0,5,NA,NA,608,"612",610,612,"08/06/2006","12/06/2006",NA,NA,NA,"08/06/2006","12/06/2006","10/06/2006","12/06/2006","08/06/2006",18,6.3,NA,NA,NA,NA,NA,NA,18,"08/06/2006",1.27184466,"08/06/2006","12/05/2006",2006-05-07,5.72815534,"14/06/2006","14/06/2006",2006-05-30,2006-06-23,"M","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2006-CA029","Ceuta-SP",2006-04-27,"3","3",NA,NA,"HATCH","UNKNOWN",NA,NA,"1",NA,NA,NA,127,2,1,2006-05-30,2006-06-23,2006-04-27,2006-05-13,2006-06-08,2006-05-07,2006-04-27,"min.ldminus10",2006-06-23,"latest.seen",57,NA
"29","Ceuta",2006,"C","9","SP","U","U",510,NA,NA,"CA030","CA012",NA,NA,NA,NA,NA,NA,NA,"M","F","RX.MX|GX.OX","Ceuta-SP-2006-C-9",2006,2006,"2006-RX.MX|GX.OX",NA,NA,"30/05/2006","04/07/2006","30/05/2006","04/07/2006",510,513,613,"UNHATCH",23.95881667,-106.9167667,"0","3","10/05/2006",2006-05-13,2006-06-13,NA,NA,NA,NA,NA,0,NA,NA,Inf,"#NAME?",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006-05-10,NA,NA,NA,2006-05-30,2006-07-04,"M","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2006-CA030","Ceuta-SP",2006-04-30,"3","2",NA,NA,"UNHATCH","UNKNOWN",NA,NA,"0",NA,NA,NA,130,2,1,2006-05-30,2006-07-04,2006-04-30,2006-05-13,2006-06-13,2006-05-10,2006-04-30,"min.ldminus10",2006-07-04,"latest.seen",65,NA
"30","Ceuta",2006,"C","10","SP","U","U",518,612,NA,"CA013","CA034","CA218",NA,NA,NA,NA,NA,NA,"M","F","RX.MX|LX.LX","Ceuta-SP-2006-C-10",2006,2006,"2006-RX.MX|LX.LX",NA,NA,"27/05/2006","27/05/2006","27/05/2006","27/05/2006",518,513,612,"HATCH",23.95923333,-106.9158167,"1","3","18/05/2006",2006-05-13,2006-06-12,"12/06/2006",614,629,NA,0,9,NA,NA,612,"629",629,NA,"14/06/2006","29/06/2006",NA,NA,NA,"12/06/2006","29/06/2006","29/06/2006",NA,"12/06/2006",18.6,6,NA,NA,NA,NA,NA,NA,18.6,"12/06/2006",3.213592233,"12/06/2006","14/05/2006",2006-05-18,-3.213592233,NA,NA,2006-05-27,2006-06-29,"M","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2006-CA013","Ceuta-SP",2006-05-08,"3",NA,NA,NA,"HATCH",NA,NA,NA,"1",NA,NA,NA,138,1,1,2006-05-27,2006-06-29,2006-05-08,2006-05-13,2006-06-12,2006-05-18,2006-05-08,"min.ldminus10",2006-06-29,"latest.seen",52,NA
"31","Ceuta",2006,"C","11","SP","U","U",513,NA,NA,"802109716","CA003",NA,NA,NA,NA,NA,NA,NA,"M","F",NA,"Ceuta-SP-2006-C-11",NA,2006,"2006-NA",NA,NA,"24/05/2006","24/05/2006","24/05/2006","24/05/2006",513,514,527,"PRED",23.96131667,-106.9137667,NA,"2","13/05/2006",2006-05-14,2006-05-27,NA,NA,NA,NA,NA,0,NA,NA,Inf,"#NAME?",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006-05-13,NA,NA,NA,2006-05-24,2006-05-24,"M","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2006-802109716","Ceuta-SP",2006-05-03,"2",NA,NA,NA,"PRED",NA,NA,NA,NA,NA,NA,NA,133,1,1,2006-05-24,2006-05-24,2006-05-03,2006-05-14,2006-05-27,2006-05-13,2006-05-03,"min.ldminus10",2006-05-27,"latest.enddate",24,NA
"32","Ceuta",2006,"C","12","SP","U","U",514,608,NA,"CA054","CA010","CA095",NA,NA,NA,NA,NA,NA,"M","F","WX.MX|LX.WX","Ceuta-SP-2006-C-12",2006,2006,"2006-WX.MX|LX.WX",NA,NA,"02/06/2006","02/06/2006","02/06/2006","02/06/2006",514,516,608,"HATCH",23.96116667,-106.9188833,"1","3","14/05/2006",2006-05-16,2006-06-08,"08/06/2006",608,612,NA,0,5,NA,NA,608,"612",612,NA,"08/06/2006","12/06/2006",NA,NA,NA,"08/06/2006","12/06/2006","12/06/2006",NA,"08/06/2006",17.8,6.8,NA,NA,NA,NA,NA,NA,17.8,"08/06/2006",0.624595469,"08/06/2006","13/05/2006",2006-05-14,-0.624595469,NA,NA,2006-06-02,2006-06-12,"M","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2006-CA054","Ceuta-SP",2006-05-04,"3",NA,NA,NA,"HATCH",NA,NA,NA,"1",NA,NA,NA,134,1,1,2006-06-02,2006-06-12,2006-05-04,2006-05-16,2006-06-08,2006-05-14,2006-05-04,"min.ldminus10",2006-06-12,"latest.seen",39,NA
"33","Ceuta",2006,"C","13","SP","U","U",522,616,NA,"CA008","CA036","CA167","CA174","CA175",NA,NA,NA,NA,"M","F","RX.MX|WX.OX","Ceuta-SP-2006-C-13",2006,2006,"2006-RX.MX|WX.OX",NA,NA,"26/05/2006","26/05/2006","26/05/2006","26/05/2006",522,520,616,"HATCH",23.95683333,-106.91695,"3","3","22/05/2006",2006-05-20,2006-06-16,"16/06/2006",618,620,NA,0,2,NA,NA,616,"620",620,NA,"18/06/2006","20/06/2006",NA,NA,NA,"16/06/2006","20/06/2006","20/06/2006",NA,"16/06/2006",17.5,5.8,"17/06/2006",17.6,5.9,"17/06/2006",17.5,6.1,17.6,"17/06/2006",-0.022653722,"17/06/2006","23/05/2006",2006-05-22,1.022653722,NA,NA,2006-05-26,2006-06-20,"no mol_sex","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2006-CA008","Ceuta-SP",2006-05-12,"3",NA,NA,NA,"HATCH",NA,NA,NA,"3",NA,NA,NA,142,1,1,2006-05-26,2006-06-20,2006-05-12,2006-05-20,2006-06-16,2006-05-22,2006-05-12,"min.ldminus10",2006-06-20,"latest.seen",39,NA
"34","Ceuta",2006,"C","15","SP","U","U",515,NA,NA,"802109768","CA1526",NA,NA,NA,NA,NA,NA,"female was CA1528, but in captures it is CA1526 and in BirdRef as well (CCI 2016)","M","F","WX.SX|LX.YM","Ceuta-SP-2006-C-15",2006,2006,"2006-WX.SX|LX.YM",NA,NA,"03/06/2006","03/06/2006","03/06/2006","03/06/2006",515,523,618,"UNHATCH",23.96108333,-106.91475,"0","2","15/05/2006",2006-05-23,2006-06-18,NA,NA,NA,NA,NA,0,NA,NA,Inf,"#NAME?",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006-05-15,NA,NA,NA,2006-06-03,2006-06-03,NA,"F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2006-802109768","Ceuta-SP",2006-05-05,"2",NA,NA,NA,"UNHATCH",NA,NA,NA,"0",NA,NA,NA,135,1,1,2006-06-03,2006-06-03,2006-05-05,2006-05-23,2006-06-18,2006-05-15,2006-05-05,"min.ldminus10",2006-06-18,"latest.enddate",44,NA
"35","Ceuta",2006,"C","16","SP","U","U",521,615,NA,"CA114","CA047","CA157","CA163","CA164",NA,NA,NA,NA,"M","F","YX.MX|LX.WX","Ceuta-SP-2006-C-16",2006,2006,"2006-YX.MX|LX.WX","01/07/2006","01/07/2006","05/06/2006","05/06/2006","05/06/2006","05/06/2006",521,523,615,"HATCH",23.96201667,-106.9146,"3","3","21/05/2006",2006-05-23,2006-06-15,"15/06/2006",615,619,NA,0,5,NA,NA,615,"619",619,NA,"15/06/2006","19/06/2006",NA,NA,NA,"15/06/2006","19/06/2006","19/06/2006",NA,"15/06/2006",17.4,5.9,"15/06/2006",16.4,5.8,"15/06/2006",17,6.1,17.4,"15/06/2006",-0.669902913,"15/06/2006","21/05/2006",2006-05-21,0.669902913,"01/07/2006","01/07/2006",2006-06-05,2006-07-01,"M","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2006-CA114","Ceuta-SP",2006-05-11,"3",NA,NA,NA,"HATCH",NA,NA,NA,"3",NA,NA,NA,141,1,1,2006-06-05,2006-07-01,2006-05-11,2006-05-23,2006-06-15,2006-05-21,2006-05-11,"min.ldminus10",2006-07-01,"latest.seen",51,NA
"37","Ceuta",2006,"C","19","SP","U","U",607,NA,NA,"CA165","CA152",NA,NA,NA,NA,NA,NA,NA,"M","F","WX.MX|RX.YX","Ceuta-SP-2006-C-19",2006,2006,"2006-WX.MX|RX.YX",NA,NA,"15/06/2006","09/07/2006","15/06/2006","09/07/2006",607,610,620,"PRED",23.96015,-106.9168667,NA,"3","07/06/2006",2006-06-10,2006-06-20,NA,NA,NA,NA,NA,0,NA,NA,Inf,"#NAME?",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006-06-07,NA,NA,NA,2006-06-15,2006-07-09,"no mol_sex","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2006-CA165","Ceuta-SP",2006-05-28,"3","2",NA,NA,"PRED","UNKNOWN",NA,NA,NA,NA,NA,NA,158,2,1,2006-06-15,2006-07-09,2006-05-28,2006-06-10,2006-06-20,2006-06-07,2006-05-28,"min.ldminus10",2006-07-09,"latest.seen",42,NA
"39","Ceuta",2006,"C","21","SP","U","U",618,NA,NA,"CA231","CA002",NA,NA,NA,NA,NA,NA,NA,"M","F","WX.MX|BX.LX","Ceuta-SP-2006-C-21",2006,2006,"2006-WX.MX|BX.LX",NA,NA,"23/06/2006","23/06/2006","23/06/2006","23/06/2006",618,614,630,"ABAN",23.95975,-106.9153333,NA,"3","18/06/2006",2006-06-14,2006-06-30,NA,NA,NA,NA,NA,0,NA,NA,Inf,"#NAME?",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006-06-18,NA,NA,NA,2006-06-23,2006-06-23,"M","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2006-CA231","Ceuta-SP",2006-06-08,"3",NA,NA,NA,"ABAN",NA,NA,NA,NA,NA,NA,NA,169,1,1,2006-06-23,2006-06-23,2006-06-08,2006-06-14,2006-06-30,2006-06-18,2006-06-08,"min.ldminus10",2006-06-30,"latest.enddate",22,NA
"40","Ceuta",2006,"C","22","SP","U","U",620,NA,NA,"CA233","CA262",NA,NA,NA,NA,NA,NA,NA,"M","F","WX.MX|BX.GX","Ceuta-SP-2006-C-22",2006,2006,"2006-WX.MX|BX.GX",NA,NA,"23/06/2006","23/06/2006","23/06/2006","23/06/2006",620,616,710,"UNKNOWN",23.95725,-106.91655,NA,"3","20/06/2006",2006-06-16,2006-07-10,NA,NA,NA,NA,NA,0,NA,NA,Inf,"#NAME?",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006-06-20,NA,NA,NA,2006-06-23,2006-06-23,"M","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2006-CA233","Ceuta-SP",2006-06-10,"3",NA,NA,NA,"UNKNOWN",NA,NA,NA,NA,NA,NA,NA,171,1,1,2006-06-23,2006-06-23,2006-06-10,2006-06-16,2006-07-10,2006-06-20,2006-06-10,"min.ldminus10",2006-07-10,"latest.enddate",30,NA
"41","Ceuta",2006,"C","24","SP","U","U",621,NA,NA,"CA280","CA082",NA,NA,NA,NA,NA,NA,NA,"M","F","YX.MX|GX.BX","Ceuta-SP-2006-C-24",2006,2006,"2006-YX.MX|GX.BX",NA,NA,"02/07/2006","02/07/2006","02/07/2006","02/07/2006",621,622,NA,"UNKNOWN",23.95956667,-106.9151833,NA,"3","21/06/2006",2006-06-22,NA,NA,NA,NA,NA,NA,0,NA,NA,Inf,"#NAME?",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006-06-21,NA,NA,NA,2006-07-02,2006-07-02,"M","f",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2006-CA280","Ceuta-SP",2006-06-11,"3",NA,NA,NA,"UNKNOWN",NA,NA,NA,NA,NA,NA,NA,172,1,1,2006-07-02,2006-07-02,2006-06-11,2006-06-22,NA,2006-06-21,2006-06-11,"min.ldminus10",2006-07-02,"latest.seen",21,NA
"42","Ceuta",2006,"C","25","SP","U","U",619,NA,NA,"CA301","CA266",NA,NA,NA,NA,NA,NA,NA,"M","F","YX.MX|YX.BX","Ceuta-SP-2006-C-25",2006,2006,"2006-YX.MX|YX.BX",NA,NA,"02/07/2006","02/07/2006","02/07/2006","02/07/2006",619,622,703,"ABAN",23.95953333,-106.9151,NA,"3","19/06/2006",2006-06-22,2006-07-03,NA,NA,NA,NA,NA,0,NA,NA,Inf,"#NAME?",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006-06-19,NA,NA,NA,2006-07-02,2006-07-02,"F","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2006-CA301","Ceuta-SP",2006-06-09,"3",NA,NA,NA,"ABAN",NA,NA,NA,NA,NA,NA,NA,170,1,1,2006-07-02,2006-07-02,2006-06-09,2006-06-22,2006-07-03,2006-06-19,2006-06-09,"min.ldminus10",2006-07-03,"latest.enddate",24,"conflicting sex"
"43","Ceuta",2006,"C","27","SP","U","U",615,NA,NA,"CA235","802109771",NA,NA,NA,NA,NA,NA,NA,"M","F","WX.MX|BX.RX","Ceuta-SP-2006-C-27",2006,2006,"2006-WX.MX|BX.RX",NA,NA,"23/06/2006","23/06/2006","23/06/2006","23/06/2006",615,623,NA,"UNKNOWN",23.9601,-106.9145167,NA,"3","15/06/2006",2006-06-23,NA,NA,NA,NA,NA,NA,0,NA,NA,Inf,"#NAME?",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006-06-15,NA,NA,NA,2006-06-23,2006-06-23,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2006-CA235","Ceuta-SP",2006-06-05,"3",NA,NA,NA,"UNKNOWN",NA,NA,NA,NA,NA,NA,NA,166,1,1,2006-06-23,2006-06-23,2006-06-05,2006-06-23,NA,2006-06-15,2006-06-05,"min.ldminus10",2006-06-23,"latest.seen",18,NA
"45","Ceuta",2006,"C","30","SP","U","U",612,707,NA,"802109780","CA310","CA313","CA315","CA321",NA,NA,NA,NA,"M","F","WX.BX|RX.sM","Ceuta-SP-2006-C-30",2006,2006,"2006-WX.BX|RX.sM",NA,NA,"03/07/2006","03/07/2006","03/07/2006","03/07/2006",612,623,707,"HATCH",23.95935,-106.9176,"3","3","12/06/2006",2006-06-23,2006-07-07,"07/07/2006",NA,NA,NA,NA,0,NA,NA,Inf,"#NAME?",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"07/07/2006",15.6,5.8,"07/07/2006",16.7,6.2,"07/07/2006",16.5,6.1,16.7,"07/07/2006",-2.935275081,"07/07/2006","14/06/2006",2006-06-12,2.935275081,NA,NA,2006-07-03,2006-07-03,NA,"F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2006-802109780","Ceuta-SP",2006-06-02,"3",NA,NA,NA,"HATCH",NA,NA,NA,"3",NA,NA,NA,163,1,1,2006-07-03,2006-07-03,2006-06-02,2006-06-23,2006-07-07,2006-06-12,2006-06-02,"min.ldminus10",2006-07-07,"latest.enddate",35,NA
"48","Ceuta",2006,"C","33","SP","U","U",618,NA,NA,"CA253","CA015",NA,NA,NA,NA,NA,NA,NA,"M","F","YX.MX|BX.YX","Ceuta-SP-2006-C-33",2006,2006,"2006-YX.MX|BX.YX",NA,NA,"27/06/2006","27/06/2006","27/06/2006","27/06/2006",618,626,NA,"UNKNOWN",23.96041667,-106.9136833,NA,"3","18/06/2006",2006-06-26,NA,NA,NA,NA,NA,NA,0,NA,NA,Inf,"#NAME?",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006-06-18,NA,NA,NA,2006-06-27,2006-06-27,"M","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2006-CA253","Ceuta-SP",2006-06-08,"3",NA,NA,NA,"UNKNOWN",NA,NA,NA,NA,NA,NA,NA,169,1,1,2006-06-27,2006-06-27,2006-06-08,2006-06-26,NA,2006-06-18,2006-06-08,"min.ldminus10",2006-06-27,"latest.seen",19,NA
"50","Ceuta",2006,"C","38","SP","U","U",628,NA,NA,"BX.WX|BX.OX",NA,NA,NA,NA,NA,NA,NA,NA,"M","F","BX.WX|BX.OX","Ceuta-SP-2006-C-38",2006,NA,"2006-BX.WX|BX.OX",NA,NA,NA,NA,NA,NA,628,709,NA,"UNKNOWN",23.96031667,-106.9159333,NA,"3","28/06/2006",2006-07-09,NA,NA,NA,NA,NA,NA,0,NA,NA,Inf,"#NAME?",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006-06-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2006-BX.WX|BX.OX","Ceuta-SP",2006-06-18,"3",NA,NA,NA,"UNKNOWN",NA,NA,NA,NA,NA,NA,NA,179,1,1,NA,NA,2006-06-18,2006-07-09,NA,2006-06-28,2006-06-18,"min.ldminus10",2006-07-09,"earliest.founddate",21,NA
