year,site,nest,species,ring,code,mate_ring,mate_code,chick1,chick2,chick3,mol_sex_focal,mol_sex_mate,captured_focalyear_focal,captured_focalyear_mate,comments_stdfile,error.p,error.ch,field_sex_focal,field_sex_mate,nest.id,year.cr,year.mr,first.res,last.res,first.cap,last.cap,first.cap.r,last.cap.r,laying_date,found_date,end_date,fate,northing,easting,no_chicks,clutch_size,hatch_date,laying_date.r,found_date.r,end_date.r,hatching_date.r,first.bf.adult,last.bf.adult,adult.not.seen.bf,times.adult.not.seen,total.brood.res,last.bf.adult.before.desertion,datenot.seen.after.desertion,bf.quality,first.bf,last.bf,chicks.alive.last,chicks.not.seen.bf,first.bf.adult.r,last.bf.adult.r,adult.not.seen.bf.r,last.bf.adult.before.desertion.r,datenot.seen.after.desertion.r,first.bf.r,last.bf.r,chicks.alive.last.r,chicks.not.seen.bf.r,chick1.capdate,chick1.bill,chick1.tarsus,chick1.weight,chick2.capdate,chick2.bill,chick2.tarsus,chick2.weight,chick3.capdate,chick3.bill,chick3.tarsus,chick3.weight,largest.chick.tarsus,largest.chick.capture,largest.chick.age,largest.chick.capdate,estimated.ld,estimated.hd,layingdate,check.estld,first.d.seen,last.d.seen
2013,Andavadoaka,322,KiP,FH68796,W.B|M.O,NA,NA,NA,NA,NA,M,NA,yes,NA,NA,NA,NA,M,NA,2013-KiP-Andavadoaka-322,2013,2013,NA,NA,16-04-13,16-04-13,16-04-13,16-04-13,411,416,NA,UNKNOWN,7553023,320670,NA,2,NA,11-04-13,16-04-13,NA,NA,NA,NA,NA,NA,0,NA,NA,no data,Inf,#NAME?,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11-04-13,NA,16-04-13,16-04-13
2015,Andavadoaka,-80,KiP,NA,YY.X|X.WO,NA,NA,R.X|O.X,NA,NA,M,NA,yes,NA,NA,NA,NA,M,NA,2015-KiP-Andavadoaka--80,2015,NA,NA,NA,19-05-15,18-06-15,19-05-15,18-06-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,615,615,NA,0,1,NA,NA,NA,615,615,615,NA,15-06-15,15-06-15,NA,NA,NA,15-06-15,15-06-15,15-06-15,NA,15-06-15,10.6,27.3,17.1,NA,NA,NA,NA,NA,NA,NA,NA,27.3,15-06-15,20.455,15-06-15,30-04-15,25-05-15,30-04-15,NA,19-05-15,18-06-15
2013,Andavadoaka,-12,KiP,FH72165,B.B|W.M,NA,NA,FH72164,FH72166,NA,M,NA,yes,NA,NA,NA,NA,M,NA,2013-KiP-Andavadoaka--12,2013,2013,20-05-13,20-05-13,08-05-13,08-05-13,08-05-13,08-05-13,NA,NA,NA,NA,NA,NA,NA,NA,30-04-13,NA,NA,NA,NA,508,524,NA,0,2,NA,NA,NA,508,524,524,NA,08-05-13,24-05-13,NA,NA,NA,08-05-13,24-05-13,24-05-13,NA,08-05-13,9.4,24,10.9,08-05-13,11.2,25.5,13.8,NA,NA,NA,NA,25.5,08-05-13,15.919,08-05-13,28-03-13,22-04-13,28-03-13,NA,08-05-13,24-05-13
2014,Andavadoaka,302,MP,FH72784,B.R|M.G,FH72715,NA,FH72792,FH72793,NA,M,F,yes,no,parent2 id based on brood fates observations (CCI 2016),NA,NA,M,NA,2014-MP-Andavadoaka-302,2014,2014,27-04-14,05-05-14,15-04-14,15-04-14,15-04-14,15-04-14,413,415,428,HATCH,7557678,321671,2,2,28-04-14,13-04-14,15-04-14,28-04-14,28-04-14,516,531,528,0,3,NA,NA,poor quality,516,531,531,NA,16-05-14,31-05-14,28-05-14,NA,NA,16-05-14,31-05-14,31-05-14,NA,16-05-14,9,23.3,8.5,16-05-14,8,22.6,8,NA,NA,NA,NA,23.3,16-05-14,10.375,16-05-14,10-04-14,05-05-14,13-04-14,-2.375,15-04-14,31-05-14
2013,Andavadoaka,165,KiP,FH68983,R.R|M.B,NA,NA,NA,NA,NA,F,NA,yes,NA,NA,NA,NA,F,NA,2013-KiP-Andavadoaka-165,2013,2013,NA,NA,28-04-13,28-04-13,28-04-13,28-04-13,423,428,504,PRED,7555420,320277,0,2,NA,23-04-13,28-04-13,04-05-13,NA,NA,NA,NA,NA,0,NA,NA,no data,Inf,#NAME?,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23-04-13,NA,28-04-13,28-04-13
2013,Andavadoaka,116,WfP,FH47617,R.Y|M.W,FH68916,G.B|M.L,NA,NA,NA,F,M,no,yes,NA,NA,NA,F,NA,2013-WfP-Andavadoaka-116,2015,2012,NA,NA,NA,NA,NA,NA,402,412,NA,NA,7555949,321216,NA,2,NA,02-04-13,12-04-13,NA,NA,NA,NA,NA,NA,0,NA,NA,no data,Inf,#NAME?,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,02-04-13,NA,NA,NA
2013,Andavadoaka,83,KiP,FH68729,L.B|M.W,NA,NA,FH72113,NA,NA,M,NA,yes,NA,NA,NA,NA,M,NA,2013-KiP-Andavadoaka-83,2013,2013,23-04-13,15-05-13,04-04-13,04-04-13,04-04-13,04-04-13,327,404,NA,HATCH,7555974,321018,1,2,21-04-13,27-03-13,04-04-13,NA,21-04-13,428,505,NA,0,2,NA,NA,NA,428,505,505,NA,28-04-13,05-05-13,NA,NA,NA,28-04-13,05-05-13,05-05-13,NA,28-04-13,10.1,23.5,8,NA,NA,NA,NA,NA,NA,NA,NA,23.5,28-04-13,10.879,28-04-13,23-03-13,17-04-13,27-03-13,-3.879,04-04-13,15-05-13
2013,Andavadoaka,5,KiP,FH47194,B.O|M.G,FH68763,G.Y|M.R,FH47364,FH68764,NA,F,M,yes,yes,NA,NA,NA,F,NA,2013-KiP-Andavadoaka-5,2013,2013,15-03-13,15-03-13,03-04-13,03-04-13,03-04-13,03-04-13,313,315,406,HATCH,7555776,320713,2,2,06-04-13,13-03-13,15-03-13,06-04-13,06-04-13,NA,NA,NA,NA,2,NA,NA,NA,406,412,412,NA,NA,NA,NA,NA,NA,06-04-13,12-04-13,12-04-13,NA,06-04-13,7.2,19.1,6.1,06-04-13,7,19.6,5.7,NA,NA,NA,NA,19.6,06-04-13,1.051,06-04-13,10-03-13,04-04-13,13-03-13,-2.051,15-03-13,03-04-13
2010,Andavadoaka,302d,KiP,FH47801,R.B|B.M,NA,NA,NA,NA,NA,M,NA,yes,NA,NA,NA,NA,M,NA,2010-KiP-Andavadoaka-302d,2010,2010,NA,NA,NA,NA,NA,NA,225,225,227,EXPERIMENT,7554538,320904,NA,1,NA,25-02-10,25-02-10,27-02-10,NA,NA,NA,NA,NA,0,NA,NA,no data,Inf,#NAME?,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25-02-10,NA,NA,NA
2015,Andavadoaka,-101,MP,FH73555,B.W|M.O,FH68989,B.L|M.W,FH73553,FH73554,NA,M,F,yes,no,NA,NA,NA,M,NA,2015-MP-Andavadoaka--101,2015,2015,NA,NA,27-04-15,27-04-15,27-04-15,27-04-15,NA,NA,NA,NA,NA,NA,NA,NA,27-04-15,NA,NA,NA,NA,427,427,NA,0,1,NA,NA,NA,427,427,427,NA,27-04-15,27-04-15,NA,NA,NA,27-04-15,27-04-15,27-04-15,NA,27-04-15,8.2,22.1,6.47,27-04-15,7.8,20.4,6.58,NA,NA,NA,NA,22.1,27-04-15,7.351,27-04-15,25-03-15,19-04-15,25-03-15,NA,27-04-15,27-04-15
2013,Andavadoaka,-16,KiP,FH72186,B.L|R.M,NA,NA,FH72187,NA,NA,F,NA,yes,NA,NA,NA,NA,F,NA,2013-KiP-Andavadoaka--16,2013,2013,NA,NA,11-05-13,11-05-13,11-05-13,11-05-13,NA,NA,NA,NA,NA,NA,NA,NA,02-05-13,NA,NA,NA,NA,511,602,NA,0,2,NA,NA,NA,511,602,602,NA,11-05-13,02-06-13,NA,NA,NA,11-05-13,02-06-13,02-06-13,NA,11-05-13,8.3,NA,5.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11-05-13,02-06-13
2014,Andavadoaka,-105,MP,FH73012,G.B|M.W,FH73011,G.B|M.R,FH73009,FH73010,NA,M,F,yes,yes,NA,NA,NA,M,NA,2014-MP-Andavadoaka--105,2014,2014,NA,NA,11-04-14,11-04-14,11-04-14,11-04-14,NA,NA,NA,NA,NA,NA,NA,NA,05-04-14,NA,NA,NA,NA,411,411,NA,0,1,NA,NA,NA,411,411,411,NA,11-04-14,11-04-14,NA,NA,NA,11-04-14,11-04-14,11-04-14,NA,11-04-14,11.2,24.1,9.4,11-04-14,11.7,25.3,11,NA,NA,NA,NA,25.3,11-04-14,15.415,11-04-14,01-03-14,26-03-14,01-03-14,NA,11-04-14,11-04-14
2013,Andavadoaka,65,KiP,FH68904,W.L|M.R,NA,NA,NA,NA,NA,F,NA,yes,NA,NA,NA,NA,F,NA,2013-KiP-Andavadoaka-65,2013,2013,NA,NA,15-04-13,15-04-13,15-04-13,15-04-13,327,329,331,UNKNOWN,7556199,321183,NA,2,NA,27-03-13,29-03-13,31-03-13,NA,NA,NA,NA,NA,0,NA,NA,no data,Inf,#NAME?,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27-03-13,NA,15-04-13,15-04-13
2015,Andavadoaka,700,KiP,FH73080,G.M|O.G,NA,NA,NA,NA,NA,F,NA,yes,NA,NA,NA,NA,F,NA,2015-KiP-Andavadoaka-700,2015,2015,NA,NA,28-03-15,18-05-15,28-03-15,18-05-15,508,518,NA,UNKNOWN,7553841,320414,NA,2,NA,08-05-15,18-05-15,NA,NA,NA,NA,NA,NA,0,NA,NA,no data,Inf,#NAME?,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,08-05-15,NA,28-03-15,18-05-15
2015,Andavadoaka,329,KiP,FH73484,B.M|O.W,FH73476,B.M|G.W,NA,NA,NA,M,F,yes,yes,NA,NA,NA,M,NA,2015-KiP-Andavadoaka-329,2015,2015,NA,NA,07-04-15,07-04-15,07-04-15,07-04-15,329,331,414,PRED,7555982,321387,0,2,NA,29-03-15,31-03-15,14-04-15,NA,NA,NA,NA,NA,0,NA,NA,no data,Inf,#NAME?,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29-03-15,NA,07-04-15,07-04-15
2015,Andavadoaka,418,KiP,FH69062,Y.L|M.O,NA,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,F,NA,2015-KiP-Andavadoaka-418,2012,2012,12-03-15,29-04-15,NA,NA,NA,NA,326,327,417,Abandoned,7555969,320888,0,2,NA,26-03-15,27-03-15,17-04-15,NA,NA,NA,NA,NA,0,NA,NA,no data,Inf,#NAME?,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26-03-15,NA,12-03-15,29-04-15
2015,Andavadoaka,-43,KiP,FH73279,R.M|Y.G,NA,NA,FH73280,NA,NA,M,NA,yes,NA,NA,NA,NA,M,NA,2015-KiP-Andavadoaka--43,2015,2015,NA,NA,01-06-15,01-06-15,01-06-15,01-06-15,NA,NA,NA,NA,NA,NA,NA,NA,15-05-15,NA,NA,NA,NA,601,601,NA,0,1,NA,NA,NA,601,601,601,NA,01-06-15,01-06-15,NA,NA,NA,01-06-15,01-06-15,01-06-15,NA,01-06-15,13.6,26.7,21.6,NA,NA,NA,NA,NA,NA,NA,NA,26.7,01-06-15,18.943,01-06-15,18-04-15,13-05-15,18-04-15,NA,01-06-15,01-06-15
2015,Andavadoaka,216,KiP,FH72878,O.M|G.L,NA,NA,NA,NA,NA,F,NA,no,NA,NA,NA,NA,F,NA,2015-KiP-Andavadoaka-216,2014,2014,07-03-15,29-04-15,NA,NA,NA,NA,323,324,331,PRED,7553197,319920,0,2,NA,23-03-15,24-03-15,31-03-15,NA,NA,NA,NA,NA,0,NA,NA,no data,Inf,#NAME?,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23-03-15,NA,07-03-15,29-04-15
2015,Andavadoaka,-31,KiP,FH73256,X.M|X.G,FH72700,W.W|O.M,FH73264,NA,NA,M,M,yes,yes,two males as parents,NA,NA,M,NA,2015-KiP-Andavadoaka--31,2015,2015,NA,NA,29-05-15,29-05-15,29-05-15,29-05-15,NA,NA,NA,NA,NA,NA,NA,NA,28-05-15,NA,NA,NA,NA,529,529,NA,0,1,NA,NA,NA,529,529,529,NA,29-05-15,29-05-15,NA,NA,NA,29-05-15,29-05-15,29-05-15,NA,29-05-15,7.3,20.4,5.3,NA,NA,NA,NA,NA,NA,NA,NA,20.4,29-05-15,3.067,29-05-15,30-04-15,25-05-15,30-04-15,NA,29-05-15,29-05-15
2015,Andavadoaka,204,WfP,FH73075,W.L|M.B,FH72170,G.R|M.G,NA,NA,NA,F,M,yes,no,NA,NA,NA,F,NA,2015-WfP-Andavadoaka-204,2015,2015,NA,NA,24-03-15,24-03-15,24-03-15,24-03-15,320,316,926,PRED,7553671,319708,0,3,NA,20-03-15,16-03-15,26-09-15,NA,NA,NA,NA,NA,0,NA,NA,no data,Inf,#NAME?,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20-03-15,NA,24-03-15,24-03-15
2013,Andavadoaka,79,KiP,FH47042,O.L|M.Y,FH47065,O.G|M.G,NA,NA,NA,F,M,yes,yes,NA,NA,NA,F,NA,2013-KiP-Andavadoaka-79,2013,2013,13-04-13,22-04-13,08-04-13,08-04-13,08-04-13,08-04-13,326,403,NA,UNKNOWN,7553376,320110,NA,2,NA,26-03-13,03-04-13,NA,NA,NA,NA,NA,NA,0,NA,NA,no data,Inf,#NAME?,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26-03-13,NA,08-04-13,22-04-13
2015,Andavadoaka,436,KiP,FH68743,Y.M|W.G,FH68750,Y.M|O.G,NA,NA,NA,M,F,yes,yes,NA,NA,NA,M,NA,2015-KiP-Andavadoaka-436,2015,2015,NA,NA,09-04-15,09-04-15,09-04-15,09-04-15,331,402,415,Predated,7555927,321007,0,2,NA,31-03-15,02-04-15,15-04-15,NA,NA,NA,NA,NA,0,NA,NA,no data,Inf,#NAME?,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31-03-15,NA,09-04-15,09-04-15
2014,Andavadoaka,103,MP,FH72514,O.W|M.B,NA,NA,NA,NA,NA,F,NA,yes,NA,NA,NA,NA,F,NA,2014-MP-Andavadoaka-103,2014,2014,16-03-14,20-03-14,12-03-14,12-03-14,12-03-14,12-03-14,302,310,320,PRED,7557069,319877,0,2,NA,02-03-14,10-03-14,20-03-14,NA,NA,NA,NA,NA,0,NA,NA,no data,Inf,#NAME?,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,02-03-14,NA,12-03-14,20-03-14
2015,Andavadoaka,410,WfP,FH73305,Y.M|B.L,NA,NA,NA,NA,NA,F,NA,yes,NA,NA,NA,NA,F,NA,2015-WfP-Andavadoaka-410,2015,2015,NA,NA,16-04-15,16-04-15,16-04-15,16-04-15,405,407,428,Hatch?,7555875,320834,NA,3,NA,05-04-15,07-04-15,28-04-15,NA,NA,NA,NA,NA,0,NA,NA,no data,Inf,#NAME?,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,05-04-15,NA,16-04-15,16-04-15
2015,Andavadoaka,115,WfP,FH68858,Y.O|M.W,FH47988,L.O|M.O,FH73558,FH73559,NA,M,F,yes,yes,NA,NA,NA,M,NA,2015-WfP-Andavadoaka-115,2012,2012,05-03-15,01-06-15,30-04-15,30-04-15,30-04-15,30-04-15,404,423,428,HATCH,7555486,319586,NA,2,28-04-15,04-04-15,23-04-15,28-04-15,NA,430,430,NA,0,1,NA,NA,NA,430,430,430,NA,30-04-15,30-04-15,NA,NA,NA,30-04-15,30-04-15,30-04-15,NA,28-04-15,6,17.6,5.46,28-04-15,6.1,18.1,5.65,NA,NA,NA,NA,18.1,28-04-15,-2.729,28-04-15,03-04-15,28-04-15,04-04-15,-1,05-03-15,01-06-15
2015,Andavadoaka,413,WfP,FH72235,Y.B|M.L,NA,NA,NA,NA,NA,M,NA,yes,NA,NA,NA,NA,M,NA,2015-WfP-Andavadoaka-413,2015,2013,22-04-15,22-04-15,17-04-15,17-04-15,17-04-15,17-04-15,415,417,NA,NA,7556102,321013,NA,3,NA,15-04-15,17-04-15,NA,NA,NA,NA,NA,NA,0,NA,NA,no data,Inf,#NAME?,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15-04-15,NA,17-04-15,22-04-15
2010,Andavadoaka,KTP_SS,KiP,FH47810,G.L|L.M,NA,NA,NA,NA,NA,F,NA,yes,NA,NA,NA,NA,F,NA,2010-KiP-Andavadoaka-KTP_SS,2010,2010,NA,NA,16-03-10,16-03-10,16-03-10,16-03-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,no data,Inf,#NAME?,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16-03-10,16-03-10
2013,Andavadoaka,169,KiP,FH72245,G.B|L.M,NA,NA,NA,NA,NA,F,NA,yes,NA,NA,NA,NA,F,NA,2013-KiP-Andavadoaka-169,2013,2013,NA,NA,04-05-13,04-05-13,04-05-13,04-05-13,422,430,NA,NA,7553765,319555,NA,2,NA,22-04-13,30-04-13,NA,NA,NA,NA,NA,NA,0,NA,NA,no data,Inf,#NAME?,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22-04-13,NA,04-05-13,04-05-13
2013,Andavadoaka,33,KiP,FH68902,W.L|M.O,FH68724,G.Y|M.L,FH68901,FH69000,NA,M,F,yes,yes,NA,NA,NA,M,NA,2013-KiP-Andavadoaka-33,2013,2013,NA,NA,14-04-13,14-04-13,14-04-13,14-04-13,320,320,414,HATCH,7555903,320989,2,2,14-04-13,20-03-13,20-03-13,14-04-13,14-04-13,NA,NA,NA,NA,0,NA,NA,no data,Inf,#NAME?,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14-04-13,8.1,20.2,5.9,14-04-13,7.6,20.2,6.2,NA,NA,NA,NA,20.2,14-04-13,2.563,14-04-13,17-03-13,11-04-13,20-03-13,-2.563,14-04-13,14-04-13
2013,Andavadoaka,104,WfP,FH17280,R.O|M.Y,NA,NA,NA,NA,NA,F,NA,no,NA,NA,NA,NA,F,NA,2013-WfP-Andavadoaka-104,2005,2005,NA,NA,NA,NA,NA,NA,310,312,316,PRED,7555950,321263,0,2,NA,10-03-13,12-03-13,16-03-13,NA,NA,NA,NA,NA,0,NA,NA,no data,Inf,#NAME?,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10-03-13,NA,NA,NA
2014,Andavadoaka,102,WfP,FH72503,G.B|M.G,FH72504,G.B|M.W,NA,NA,NA,F,M,yes,yes,NA,NA,NA,F,NA,2014-WfP-Andavadoaka-102,2014,2014,14-03-14,25-03-14,11-03-14,02-04-14,11-03-14,02-04-14,311,310,314,PRED,7557043,319996,0,3,NA,11-03-14,10-03-14,14-03-14,NA,NA,NA,NA,NA,0,NA,NA,no data,Inf,#NAME?,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11-03-14,NA,11-03-14,02-04-14
2013,Andavadoaka,60,WfP,FH72336,G.Y|M.R,FH72335,G.Y|M.O,NA,NA,NA,M,F,yes,yes,NA,NA,NA,M,NA,2013-WfP-Andavadoaka-60,2013,2013,NA,NA,23-05-13,23-05-13,23-05-13,23-05-13,515,523,527,PRED,7554026,320666,NA,2,NA,15-05-13,23-05-13,27-05-13,NA,NA,NA,NA,NA,0,NA,NA,no data,Inf,#NAME?,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15-05-13,NA,23-05-13,23-05-13
2013,Andavadoaka,-51,KiP,FH72421,G.Y|W.M,NA,NA,FH72422,NA,NA,F,NA,yes,NA,NA,NA,NA,F,NA,2013-KiP-Andavadoaka--51,2013,2013,11-06-13,11-06-13,08-06-13,08-06-13,08-06-13,08-06-13,NA,NA,NA,NA,NA,NA,NA,NA,27-05-13,NA,NA,NA,NA,608,617,NA,0,2,NA,NA,NA,608,617,617,NA,08-06-13,17-06-13,NA,NA,NA,08-06-13,17-06-13,17-06-13,NA,08-06-13,10.2,25.4,10,NA,NA,NA,NA,NA,NA,NA,NA,25.4,08-06-13,15.667,08-06-13,28-04-13,23-05-13,28-04-13,NA,08-06-13,17-06-13
2012,Andavadoaka,20,KiP,FH69090,L.B|M.R,FH69060,L.L|M.G,NA,NA,NA,NA,F,yes,yes,NA,NA,NA,M,NA,2012-KiP-Andavadoaka-20,2012,2012,NA,NA,09-05-12,09-05-12,09-05-12,09-05-12,417,419,518,DESER,7556196,321117,NA,2,NA,17-04-12,19-04-12,18-05-12,NA,NA,NA,NA,NA,0,NA,NA,no data,Inf,#NAME?,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17-04-12,NA,09-05-12,09-05-12
2014,Andavadoaka,7,WfP,FH69206,Y.W|M.B,FH47981,NA,NA,NA,NA,F,M,no,no,NA,NA,NA,F,NA,2014-WfP-Andavadoaka-7,2014,2012,23-05-14,23-05-14,01-04-14,01-04-14,01-04-14,01-04-14,302,312,316,PRED,7553769,319715,0,2,NA,02-03-14,12-03-14,16-03-14,NA,NA,NA,NA,NA,0,NA,NA,no data,Inf,#NAME?,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,02-03-14,NA,01-04-14,23-05-14
2014,Andavadoaka,-27,KiP,FH73033,L.M|B.W,NA,NA,FH72932,NA,NA,M,NA,NA,NA,parents ids based on brood fates observations (CCI 2016),NA,NA,M,NA,2014-KiP-Andavadoaka--27,2014,2014,13-05-14,13-05-14,19-04-14,19-04-14,19-04-14,19-04-14,NA,NA,NA,NA,NA,NA,NA,NA,09-05-14,NA,NA,NA,NA,531,531,NA,0,1,NA,NA,poor quality,531,531,531,NA,31-05-14,31-05-14,NA,NA,NA,31-05-14,31-05-14,31-05-14,NA,31-05-14,12.8,28,20,NA,NA,NA,NA,NA,NA,NA,NA,28,31-05-14,22.219,31-05-14,13-04-14,08-05-14,13-04-14,NA,19-04-14,31-05-14
2014,Andavadoaka,106,WfP,FH69208,W.Y|M.B,NA,NA,FH72573,FH72586,NA,F,NA,no,NA,NA,NA,NA,F,NA,2014-WfP-Andavadoaka-106,2013,2012,14-03-14,14-05-14,NA,NA,NA,NA,309,314,401,HATCH,7556921,319935,2,1,01-04-14,09-03-14,14-03-14,01-04-14,01-04-14,402,414,NA,0,4,NA,NA,NA,402,414,411,414,02-04-14,14-04-14,NA,NA,NA,02-04-14,14-04-14,11-04-14,14-04-14,02-04-14,7.9,20,6.2,04-04-14,7.3,18,5.6,NA,NA,NA,NA,20,02-04-14,2.059,02-04-14,05-03-14,30-03-14,09-03-14,-3.059,14-03-14,14-05-14
2013,Andavadoaka,6,KiP,FH47669,B.G|M.B,FH47059,B.L|M.O,FH68884,FH68885,NA,F,M,yes,yes,NA,NA,NA,F,NA,2013-KiP-Andavadoaka-6,2013,2013,10-04-13,10-04-13,22-03-13,22-03-13,22-03-13,22-03-13,315,315,410,HATCH,7556267,321118,2,2,10-04-13,15-03-13,15-03-13,10-04-13,10-04-13,NA,NA,NA,NA,1,NA,NA,NA,410,410,410,NA,NA,NA,NA,NA,NA,10-04-13,10-04-13,10-04-13,NA,10-04-13,6.9,18.8,5.5,10-04-13,7.1,18.9,5.2,NA,NA,NA,NA,18.9,10-04-13,-0.713,10-04-13,16-03-13,10-04-13,15-03-13,1,22-03-13,10-04-13
2015,Andavadoaka,207,WfP,FH72429,O.O|M.L,FH72703,O.L|M.B,NA,NA,NA,M,F,no,no,NA,NA,NA,M,NA,2015-WfP-Andavadoaka-207,2013,2013,12-03-15,29-04-15,NA,NA,NA,NA,323,323,323,PRED,7553696,320045,0,2,NA,23-03-15,23-03-15,23-03-15,NA,NA,NA,NA,NA,0,NA,NA,no data,Inf,#NAME?,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23-03-15,NA,12-03-15,29-04-15
2013,Andavadoaka,35,WfP,FH68830,Y.O|M.R,NA,NA,NA,NA,NA,M,NA,no,NA,NA,NA,NA,M,NA,2013-WfP-Andavadoaka-35,2012,2012,23-04-13,28-04-13,NA,NA,NA,NA,419,424,508,UNKNOWN,7554434,320917,NA,2,NA,19-04-13,24-04-13,08-05-13,NA,NA,NA,NA,NA,0,NA,NA,no data,Inf,#NAME?,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19-04-13,NA,23-04-13,28-04-13
2013,Andavadoaka,335,KiP,FH72106,R.W|M.W,FH47190,W.B|M.Y,NA,NA,NA,F,M,yes,yes,NA,NA,NA,F,NA,2013-KiP-Andavadoaka-335,2013,2013,NA,NA,26-04-13,26-04-13,26-04-13,26-04-13,418,423,507,UNKNOWN,7554506,321095,NA,2,NA,18-04-13,23-04-13,07-05-13,NA,NA,NA,NA,NA,0,NA,NA,no data,Inf,#NAME?,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18-04-13,NA,26-04-13,26-04-13
