year,site,nest,species,exp,type,laid,hatch,manip,ring,mate_ring,chick1,chick2,chick3,chick4,chick5,chick6,comments,field_sex_focal,field_sex_mate,code,nest.id,year.cr,year.mr,year.code,first.res,last.res,first.cap,last.cap,first.cap.r,last.cap.r,laying_date,found_date,end_date,fate,latitude,longitude,no_chicks,clutch_size,laying_date.r,found_date.r,end_date.r,hatching_date.r,first.bf.adult,last.bf.adult,adult.not.seen.bf,times.adult.not.seen,total.brood.res,last.bf.adult.before.desertion,datenot.seen.after.desertion,first.bf,last.bf,chicks.alive.last,chicks.not.seen.bf,first.bf.adult.r,last.bf.adult.r,adult.not.seen.bf.r,last.bf.adult.before.desertion.r,datenot.seen.after.desertion.r,first.bf.r,last.bf.r,chicks.alive.last.r,chicks.not.seen.bf.r,chick1.capdate,chick1.bill,chick1.tarsus,chick1.weight,chick2.capdate,chick2.bill,chick2.tarsus,chick2.weight,chick3.capdate,chick3.bill,chick3.tarsus,chick3.weight,largest.chick.tarsus,largest.chick.capture,largest.chick.age,largest.chick.capdate,estimated.ld,layingdate,check.estld,first.res.bs,last.res.bs,first.d.seen,last.d.seen,mol_sex_focal,mol_sex_mate
2012,G,11,SP,U,U,522,NA,NA,CA178,CA3306,NA,NA,NA,NA,NA,NA,NA,M,F,OX.MX|LX.YX,2012-G-11,2006,2006,2012-OX.MX|LX.YX,07-05-12,07-05-12,27-05-12,27-05-12,27-05-12,27-05-12,522,524,604,FLOODED,23.92163455,-106.97,0,3,22-05-12,24-05-12,04-06-12,NA,NA,NA,NA,NA,0,NA,NA,Inf,#NAME?,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22-05-12,NA,07-05-12,07-05-12,07-05-12,27-05-12,M,F
2012,G,202,SP,U,U,515,NA,NA,CA3307,NA,NA,NA,NA,NA,NA,NA,NA,M,F,GX.RX|OX.MX,2012-G-202,2012,2012,2012-GX.RX|OX.MX,NA,NA,27-05-12,27-05-12,27-05-12,27-05-12,515,520,604,FLOODED,23.92686307,-106.97,0,3,15-05-12,20-05-12,04-06-12,NA,NA,NA,NA,NA,0,NA,NA,Inf,#NAME?,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15-05-12,NA,NA,NA,27-05-12,27-05-12,M,NA
2012,G,203,SP,U,U,515,NA,NA,CA2570,CA1550,NA,NA,NA,NA,NA,NA,female possibly CA3238?,M,F,GX.MX|GX.BX,2012-G-203,2011,2011,2012-GX.MX|GX.BX,NA,NA,21-05-12,21-05-12,21-05-12,21-05-12,515,520,604,FLOODED,23.92643661,-106.97,0,3,15-05-12,20-05-12,04-06-12,NA,NA,NA,NA,NA,0,NA,NA,Inf,#NAME?,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15-05-12,NA,NA,NA,21-05-12,21-05-12,M,F
2012,G,204,SP,U,U,517,NA,NA,CA2100,CA3218,NA,NA,NA,NA,NA,NA,NA,M,F,MX.OX|BX.YX,2012-G-204,2012,2009,2012-MX.OX|BX.YX,12-06-12,15-06-12,28-05-12,28-05-12,28-05-12,28-05-12,517,522,604,FLOODED,23.92399496,-106.97,0,3,17-05-12,22-05-12,04-06-12,NA,NA,NA,NA,NA,0,NA,NA,Inf,#NAME?,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17-05-12,NA,12-06-12,15-06-12,28-05-12,15-06-12,M,F
2012,G,301,SP,U,U,520,NA,NA,CA2548,CA3251,NA,NA,NA,NA,NA,NA,NA,M,F,MX.OX|WX.RX,2012-G-301,2012,2011,2012-MX.OX|WX.RX,12-06-12,15-06-12,28-05-12,28-05-12,28-05-12,28-05-12,520,527,604,FLOODED,23.92499499,-106.97,0,3,20-05-12,27-05-12,04-06-12,NA,NA,NA,NA,NA,0,NA,NA,Inf,#NAME?,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20-05-12,NA,12-06-12,15-06-12,28-05-12,15-06-12,M,F
2012,G,302,SP,U,U,515,NA,NA,CA1248,CA1278,NA,NA,NA,NA,NA,NA,NA,M,F,MX.YX|BX.LX,2012-G-302,2009,2007,2012-MX.YX|BX.LX,NA,NA,27-05-12,27-05-12,27-05-12,27-05-12,515,527,604,FLOODED,23.92613088,-106.97,0,3,15-05-12,27-05-12,04-06-12,NA,NA,NA,NA,NA,0,NA,NA,Inf,#NAME?,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15-05-12,NA,NA,NA,27-05-12,27-05-12,M,F
2012,G,303,SP,U,U,526,NA,NA,CA2531,NA,NA,NA,NA,NA,NA,NA,NA,M,F,MX.YX|WX.RX,2012-G-303,2011,2010,2012-MX.YX|WX.RX,07-05-12,11-06-12,01-06-12,01-06-12,01-06-12,01-06-12,526,531,603,FLOODED,23.92619964,-106.97,0,3,26-05-12,31-05-12,03-06-12,NA,NA,NA,NA,NA,0,NA,NA,Inf,#NAME?,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26-05-12,NA,07-05-12,11-06-12,07-05-12,11-06-12,M,NA
2012,G,304,SP,U,U,529,NA,NA,CA2596,CA3252,NA,NA,NA,NA,NA,NA,NA,M,F,MX.OX|BX.LX,2012-G-304,2012,2011,2012-MX.OX|BX.LX,NA,NA,02-06-12,02-06-12,02-06-12,02-06-12,529,601,604,FLOODED,23.92735573,-106.97,0,3,29-05-12,01-06-12,04-06-12,NA,NA,NA,NA,NA,0,NA,NA,Inf,#NAME?,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29-05-12,NA,NA,NA,02-06-12,02-06-12,M,F
2006,A,1,SP,U,U,427,NA,NA,CA226,802109713,NA,NA,NA,NA,NA,NA,NA,F,M,RX.MX|RX.YX,2006-A-1,2006,2006,2006-RX.MX|RX.YX,NA,NA,06-05-06,21-06-06,06-05-06,21-06-06,427,502,512,ABAN,23.95796667,-106.90835,NA,2,27-04-06,02-05-06,12-05-06,NA,NA,NA,NA,NA,0,NA,NA,Inf,#NAME?,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27-04-06,NA,NA,NA,06-05-06,21-06-06,F,NA
2006,A,2,SP,U,U,427,NA,NA,CA2082,NA,NA,NA,NA,NA,NA,NA,NA,F,M,YX.MX|WX.GX,2006-A-2,2006,2006,2006-YX.MX|WX.GX,NA,NA,11-05-06,20-05-06,11-05-06,20-05-06,427,505,601,UNHATCH,23.95301667,-106.9043,0,3,27-04-06,05-05-06,01-06-06,NA,NA,NA,NA,NA,0,NA,NA,Inf,#NAME?,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27-04-06,NA,NA,NA,11-05-06,20-05-06,F,NA
2006,A,3,SP,U,U,506,NA,NA,802122911,CA143,NA,NA,NA,NA,NA,NA,NA,F,M,RX.MX|WX.LX,2006-A-3,2006,2006,2006-RX.MX|WX.LX,NA,NA,11-05-06,22-06-06,11-05-06,22-06-06,506,505,519,PRED,23.95335,-106.9056667,NA,3,06-05-06,05-05-06,19-05-06,NA,NA,NA,NA,NA,0,NA,NA,Inf,#NAME?,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,06-05-06,NA,NA,NA,11-05-06,22-06-06,NA,M
2006,A,4,SP,U,U,504,NA,NA,CA101,CA110,NA,NA,NA,NA,NA,NA,NA,F,M,YX.MX|OX.GX,2006-A-4,2006,2006,2006-YX.MX|OX.GX,NA,NA,27-05-06,27-05-06,27-05-06,27-05-06,504,507,607,UNHATCH,23.95831667,-106.9141833,0,3,04-05-06,07-05-06,07-06-06,NA,NA,NA,NA,NA,0,NA,NA,Inf,#NAME?,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,04-05-06,NA,NA,NA,27-05-06,27-05-06,F,M
2006,A,5,SP,U,U,504,529,NA,802122914,CA328,CA022,CA028,NA,NA,NA,NA,NA,F,M,BX.MX|BX.WX,2006-A-5,2006,2006,2006-BX.MX|BX.WX,NA,NA,11-05-06,11-05-06,11-05-06,11-05-06,504,508,529,HATCH,23.95801667,-106.9107,2,3,04-05-06,08-05-06,29-05-06,29-05-06,529,531,601,5,9,531,601,529,619,604,605,29-05-06,31-05-06,01-06-06,31-05-06,01-06-06,29-05-06,19-06-06,04-06-06,05-06-06,29-05-06,NA,17.8,5.8,30-05-06,NA,17.1,5.8,NA,NA,NA,NA,17.8,29-05-06,0.624595469,29-05-06,03-05-06,04-05-06,-0.624595469,NA,NA,11-05-06,31-05-06,F,M
2006,A,7,SP,U,U,506,531,NA,802122913,CA1545,CA032,CA033,CA037,NA,NA,NA,NA,F,M,RX.MX|WX.GX,2006-A-7,2006,2006,2006-RX.MX|WX.GX,NA,NA,11-05-06,11-05-06,11-05-06,11-05-06,506,508,531,HATCH,23.95606667,-106.9091333,3,3,06-05-06,08-05-06,31-05-06,31-05-06,531,626,NA,0,17,NA,NA,531,629,629,NA,31-05-06,26-06-06,NA,NA,NA,31-05-06,29-06-06,29-06-06,NA,31-05-06,NA,18.3,6.1,31-05-06,NA,18.2,6,31-05-06,NA,16.9,6,18.3,31-05-06,2.242718447,31-05-06,03-05-06,06-05-06,-2.242718447,NA,NA,11-05-06,26-06-06,NA,?
2006,A,101,SP,U,U,512,606,NA,CA103,CA050,CA087,CA088,NA,NA,NA,NA,NA,F,M,YX.MX|RX.WX,2006-A-101,2006,2006,2006-YX.MX|RX.WX,NA,NA,27-05-06,27-05-06,27-05-06,27-05-06,512,512,606,HATCH,23.95165,-106.9011667,2+,3,12-05-06,12-05-06,06-06-06,06-06-06,606,612,615,1,8,NA,NA,606,615,612,615,06-06-06,12-06-06,15-06-06,NA,NA,06-06-06,15-06-06,12-06-06,15-06-06,06-06-06,NA,17.9,6.4,07-06-06,NA,17.5,6.3,NA,NA,NA,NA,17.9,06-06-06,0.948220065,06-06-06,11-05-06,12-05-06,-0.948220065,NA,NA,27-05-06,12-06-06,F,M
2006,A,102,SP,U,U,507,NA,NA,802122930,NA,NA,NA,NA,NA,NA,NA,NA,F,M,YX.MX|BX.GX,2006-A-102,2006,2006,2006-YX.MX|BX.GX,26-05-06,26-05-06,15-05-06,15-05-06,15-05-06,15-05-06,507,512,519,PRED,23.9509,-106.9024,NA,2,07-05-06,12-05-06,19-05-06,NA,NA,NA,NA,NA,0,NA,NA,Inf,#NAME?,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,07-05-06,NA,26-05-06,26-05-06,15-05-06,26-05-06,NA,NA
2006,A,103,SP,U,U,511,605,NA,CA102,CA052,CA075,CA076,CA086,NA,NA,NA,NA,F,M,YX.MX|OX.LX,2006-A-103,2006,2006,2006-YX.MX|OX.LX,NA,NA,27-05-06,27-05-06,27-05-06,27-05-06,511,513,605,HATCH,23.95255,-106.9052167,3,3,11-05-06,13-05-06,05-06-06,05-06-06,605,608,619,1,5,NA,NA,605,619,608,619,05-06-06,08-06-06,19-06-06,NA,NA,05-06-06,19-06-06,08-06-06,19-06-06,05-06-06,NA,18.8,6.8,05-06-06,NA,18.9,6.9,06-06-06,NA,17.9,6.6,18.9,05-06-06,4.184466019,05-06-06,06-05-06,11-05-06,-4.184466019,NA,NA,27-05-06,08-06-06,F,M
2006,A,105,SP,U,U,503,NA,NA,CA2037,NA,NA,NA,NA,NA,NA,NA,NA,F,M,LX.MX|GX.YX,2006-A-105,2007,2006,2006-LX.MX|GX.YX,NA,NA,22-05-06,22-05-06,22-05-06,22-05-06,503,513,523,PRED,23.95021667,-106.90145,NA,3,03-05-06,13-05-06,23-05-06,NA,NA,NA,NA,NA,0,NA,NA,Inf,#NAME?,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,03-05-06,NA,NA,NA,22-05-06,22-05-06,F,NA
2006,B,-1,SP,U,U,NA,NA,NA,802109777,NA,CA083,CA084,CA085,NA,NA,NA,NA,F,M,YX.RX|BX.WM,2006-B--1,2006,2006,2006-YX.RX|BX.WM,NA,NA,06-06-06,06-06-06,06-06-06,06-06-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,606,607,608,3,6,607,608,606,619,619,NA,06-06-06,07-06-06,08-06-06,07-06-06,08-06-06,06-06-06,19-06-06,19-06-06,NA,06-06-06,NA,16,5.4,06-06-06,NA,17.8,5.5,06-06-06,NA,17.7,5.5,17.8,06-06-06,0.624595469,06-06-06,11-05-06,11-05-06,NA,NA,NA,06-06-06,07-06-06,NA,NA
2006,B,1,SP,U,U,501,NA,NA,CA241,802109744,NA,NA,NA,NA,NA,NA,NA,F,M,RX.MX|BX.BX,2006-B-1,2006,2006,2006-RX.MX|BX.BX,NA,NA,05-05-06,25-06-06,05-05-06,25-06-06,501,502,526,HATCH,23.96373333,-106.91215,1,3,01-05-06,02-05-06,26-05-06,NA,NA,NA,NA,NA,0,NA,NA,Inf,#NAME?,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,01-05-06,NA,NA,NA,05-05-06,25-06-06,NA,NA
2006,B,2,SP,U,U,504,529,NA,CA245,802122903,CA023,NA,NA,NA,NA,NA,NA,F,M,RX.MX|BX.RX,2006-B-2,2006,2006,2006-RX.MX|BX.RX,08-06-06,08-06-06,06-05-06,25-06-06,06-05-06,25-06-06,504,502,529,HATCH,23.96378333,-106.91195,1,2,04-05-06,02-05-06,29-05-06,29-05-06,529,529,601,12,13,529,601,529,627,627,NA,29-05-06,29-05-06,01-06-06,29-05-06,01-06-06,29-05-06,27-06-06,27-06-06,NA,29-05-06,NA,18.2,6.3,NA,NA,NA,NA,NA,NA,NA,NA,18.2,29-05-06,1.919093851,29-05-06,02-05-06,04-05-06,-1.919093851,08-06-06,08-06-06,06-05-06,25-06-06,NA,NA
2006,B,3,SP,U,U,425,NA,NA,CA039,CA203,NA,NA,NA,NA,NA,NA,NA,F,M,RX.MX|BX.LX,2006-B-3,2006,2006,2006-RX.MX|BX.LX,NA,NA,05-05-06,01-06-06,05-05-06,01-06-06,425,503,513,ABAN,23.96386667,-106.9137833,NA,3,25-04-06,03-05-06,13-05-06,NA,NA,NA,NA,NA,0,NA,NA,Inf,#NAME?,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25-04-06,NA,NA,NA,05-05-06,01-06-06,NA,NA
2006,B,4,SP,U,U,508,602,NA,802122928,802122925,CA045,CA046,CA055,NA,NA,NA,NA,F,M,YX.MX|BX.LX,2006-B-4,2006,2006,2006-YX.MX|BX.LX,NA,NA,15-05-06,15-05-06,15-05-06,15-05-06,508,507,602,HATCH,23.96266667,-106.91175,3,3,08-05-06,07-05-06,02-06-06,02-06-06,602,606,608,15,18,606,608,602,707,707,NA,02-06-06,06-06-06,08-06-06,06-06-06,08-06-06,02-06-06,07-07-06,07-07-06,NA,02-06-06,NA,16.5,4.6,02-06-06,NA,17,5.5,02-06-06,NA,16.6,5.6,17,02-06-06,-1.964401294,02-06-06,09-05-06,08-05-06,1.964401294,NA,NA,15-05-06,06-06-06,NA,NA
2006,B,5,SP,U,U,511,605,NA,802109721,CA057,CA072,CA073,CA077,NA,NA,NA,NA,F,M,NA,2006-B-5,NA,2006,2006-NA,NA,NA,15-05-06,03-06-06,15-05-06,03-06-06,511,508,605,HATCH,23.96256667,-106.9128667,3,3,11-05-06,08-05-06,05-06-06,05-06-06,605,701,NA,0,13,NA,NA,605,701,701,NA,05-06-06,01-07-06,NA,NA,NA,05-06-06,01-07-06,01-07-06,NA,05-06-06,NA,17.5,6.4,05-06-06,NA,18.2,6.8,05-06-06,NA,18.3,6.3,18.3,05-06-06,2.242718447,05-06-06,08-05-06,11-05-06,-2.242718447,NA,NA,15-05-06,01-07-06,NA,M
2006,B,6,SP,U,U,511,605,NA,RX.WX|YX.WX,RX.WX|YX.BX,CA070,CA071,NA,NA,NA,NA,NA,F,M,RX.WX|YX.WX,2006-B-6,2006,NA,2006-RX.WX|YX.WX,NA,NA,18-05-06,18-05-06,18-05-06,18-05-06,511,514,605,HATCH,23.96343333,-106.9142,2,3,11-05-06,14-05-06,05-06-06,05-06-06,605,608,610,9,12,608,610,605,621,621,NA,05-06-06,08-06-06,10-06-06,08-06-06,10-06-06,05-06-06,21-06-06,21-06-06,NA,05-06-06,NA,18.3,5.8,05-06-06,NA,17.7,6.3,NA,NA,NA,NA,18.3,05-06-06,2.242718447,05-06-06,08-05-06,11-05-06,-2.242718447,NA,NA,18-05-06,08-06-06,F,M
2006,B,7,SP,U,U,514,608,NA,CA112,CA043,CA097,NA,NA,NA,NA,NA,NA,F,M,YX.MX|GX.RX,2006-B-7,2006,2006,2006-YX.MX|GX.RX,NA,NA,28-05-06,03-07-06,28-05-06,03-07-06,514,517,608,HATCH,23.96228333,-106.9118833,1,3,14-05-06,17-05-06,08-06-06,08-06-06,NA,NA,NA,NA,0,NA,NA,608,608,608,NA,NA,NA,NA,NA,NA,08-06-06,08-06-06,08-06-06,NA,08-06-06,NA,18.4,5.8,NA,NA,NA,NA,NA,NA,NA,NA,18.4,08-06-06,2.566343042,08-06-06,11-05-06,14-05-06,-2.566343042,NA,NA,28-05-06,03-07-06,F,M
2006,B,8,SP,U,U,517,611,NA,CA113,CA042,CA212,CA213,NA,NA,NA,NA,NA,F,M,YX.MX|YX.RX,2006-B-8,2006,2006,2006-YX.MX|YX.RX,NA,NA,28-05-06,28-05-06,28-05-06,28-05-06,517,527,611,HATCH,23.9645,-106.9132833,2,3,17-05-06,27-05-06,11-06-06,11-06-06,611,613,619,0,3,NA,NA,611,619,611,613,11-06-06,13-06-06,19-06-06,NA,NA,11-06-06,19-06-06,11-06-06,13-06-06,11-06-06,NA,18.3,6.1,11-06-06,NA,18.6,6.6,NA,NA,NA,NA,18.6,11-06-06,3.213592233,11-06-06,13-05-06,17-05-06,-3.213592233,NA,NA,28-05-06,13-06-06,F,M
2006,B,207,SP,U,U,524,618,NA,CA204,CA203,CA184,CA187,NA,NA,NA,NA,NA,F,M,WX.MX|YX.YX,2006-B-207,2006,2006,2006-WX.MX|YX.YX,NA,NA,09-06-06,09-06-06,09-06-06,09-06-06,524,606,618,HATCH,23.9632,-106.9143833,2+,3,24-05-06,06-06-06,18-06-06,18-06-06,619,702,NA,0,3,NA,NA,619,702,619,619,19-06-06,02-07-06,NA,NA,NA,19-06-06,02-07-06,19-06-06,19-06-06,18-06-06,NA,17.9,6.7,18-06-06,NA,17.8,6.7,NA,NA,NA,NA,17.9,18-06-06,0.948220065,18-06-06,23-05-06,24-05-06,-0.948220065,NA,NA,09-06-06,02-07-06,F,NA
2006,B,208,SP,U,U,513,607,NA,CA126,CA091,CA089,CA090,NA,NA,NA,NA,NA,F,M,YX.MX|GX.WX,2006-B-208,2006,2006,2006-YX.MX|GX.WX,NA,NA,07-06-06,07-06-06,07-06-06,07-06-06,513,607,607,HATCH,23.96318333,-106.91395,3,3,13-05-06,07-06-06,07-06-06,07-06-06,607,607,611,6,7,607,611,607,706,706,NA,07-06-06,07-06-06,11-06-06,07-06-06,11-06-06,07-06-06,06-07-06,06-07-06,NA,07-06-06,NA,17.3,6.8,07-06-06,NA,17.3,6.3,NA,NA,NA,NA,17.3,07-06-06,-0.993527508,07-06-06,13-05-06,13-05-06,0.993527508,NA,NA,07-06-06,07-06-06,F,M
2006,B,209,SP,U,U,513,607,NA,CA125,CA123,CA124,CA130,CA131,NA,NA,NA,NA,F,M,YX.MX|LX.OX,2006-B-209,2006,2006,2006-YX.MX|LX.OX,NA,NA,07-06-06,07-06-06,07-06-06,07-06-06,513,607,607,HATCH,23.96233333,-106.9126167,3,3,13-05-06,07-06-06,07-06-06,07-06-06,607,610,620,10,13,610,620,607,705,705,NA,07-06-06,10-06-06,20-06-06,10-06-06,20-06-06,07-06-06,05-07-06,05-07-06,NA,07-06-06,NA,17.5,6.5,08-06-06,NA,17.1,6.5,08-06-06,NA,17,6,17.5,07-06-06,-0.346278317,07-06-06,13-05-06,13-05-06,0.346278317,NA,NA,07-06-06,10-06-06,F,M
2006,C,1,SP,U,U,424,519,NA,CA177,CA220,802122931,802122934,802122935,NA,NA,NA,NA,F,M,RX.MX|BX.GX,2006-C-1,2006,2006,2006-RX.MX|BX.GX,NA,NA,06-05-06,17-06-06,06-05-06,17-06-06,424,503,519,HATCH,23.95996667,-106.9172167,3,3,24-04-06,03-05-06,19-05-06,19-05-06,520,523,523,2,4,NA,NA,520,523,520,521,20-05-06,23-05-06,23-05-06,NA,NA,20-05-06,23-05-06,20-05-06,21-05-06,19-05-06,NA,18.1,5.9,20-05-06,NA,17.9,6.3,20-05-06,NA,16.7,5.2,18.1,19-05-06,1.595469256,19-05-06,22-04-06,24-04-06,-1.595469256,NA,NA,06-05-06,17-06-06,F,M
2006,C,3,SP,U,U,NA,NA,NA,CA202,CA156,NA,NA,NA,NA,NA,NA,NA,F,M,RX.MX|BX.WX,2006-C-3,2006,2006,2006-RX.MX|BX.WX,NA,NA,08-05-06,09-06-06,08-05-06,09-06-06,429,507,520,PRED,23.9604,-106.9153,NA,3,29-04-06,07-05-06,20-05-06,NA,NA,NA,NA,NA,0,NA,NA,Inf,#NAME?,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29-04-06,NA,NA,NA,08-05-06,09-06-06,NA,M
2006,C,5,SP,U,U,429,603,NA,802109742,CA007,CA056,NA,NA,NA,NA,NA,NA,F,M,YX.RX|YX.WM,2006-C-5,2006,2006,2006-YX.RX|YX.WM,NA,NA,22-05-06,22-05-06,22-05-06,22-05-06,509,512,603,HATCH,23.95976667,-106.919,1,3,09-05-06,12-05-06,03-06-06,03-06-06,NA,NA,NA,NA,12,NA,NA,603,628,628,NA,NA,NA,NA,NA,NA,03-06-06,28-06-06,28-06-06,NA,03-06-06,NA,17,6.1,NA,NA,NA,NA,NA,NA,NA,NA,17,03-06-06,-1.964401294,03-06-06,10-05-06,09-05-06,1.964401294,NA,NA,22-05-06,22-05-06,NA,M
2006,C,6,SP,U,U,507,NA,NA,CA011,802109793,NA,NA,NA,NA,NA,NA,NA,F,M,RX.MX|YX.LX,2006-C-6,2006,2006,2006-RX.MX|YX.LX,NA,NA,27-05-06,27-05-06,27-05-06,27-05-06,507,512,610,UNHATCH,23.96018333,-106.91735,0,3,07-05-06,12-05-06,10-06-06,NA,NA,NA,NA,NA,0,NA,NA,Inf,#NAME?,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,07-05-06,NA,NA,NA,27-05-06,27-05-06,F,NA
2006,C,7,SP,U,U,508,602,NA,CA002,CA2221,CA053,NA,NA,NA,NA,NA,NA,F,M,NA,2006-C-7,NA,2006,2006-NA,NA,NA,25-05-06,23-06-06,25-05-06,23-06-06,508,512,602,HATCH,23.9602,-106.9178667,1,3,08-05-06,12-05-06,02-06-06,02-06-06,NA,NA,NA,NA,11,NA,NA,602,628,628,NA,NA,NA,NA,NA,NA,02-06-06,28-06-06,28-06-06,NA,02-06-06,NA,17.1,6,NA,NA,NA,NA,NA,NA,NA,NA,17.1,02-06-06,-1.640776699,02-06-06,09-05-06,08-05-06,1.640776699,NA,NA,25-05-06,23-06-06,F,M
2006,C,8,SP,U,U,507,608,NA,CA015,CA029,CA094,NA,NA,NA,NA,NA,NA,F,M,RX.MX|LX.GX,2006-C-8,2006,2006,2006-RX.MX|LX.GX,NA,NA,28-05-06,29-06-06,28-05-06,29-06-06,507,513,608,HATCH,23.95988333,-106.9169,1,3,07-05-06,13-05-06,08-06-06,08-06-06,608,608,609,4,5,608,609,608,612,610,612,08-06-06,08-06-06,09-06-06,08-06-06,09-06-06,08-06-06,12-06-06,10-06-06,12-06-06,08-06-06,NA,18,6.3,NA,NA,NA,NA,NA,NA,NA,NA,18,08-06-06,1.27184466,08-06-06,12-05-06,07-05-06,5.72815534,NA,NA,28-05-06,29-06-06,F,M
2006,C,9,SP,U,U,510,NA,NA,CA012,CA030,NA,NA,NA,NA,NA,NA,NA,F,M,RX.MX|LX.BX,2006-C-9,2006,2006,2006-RX.MX|LX.BX,NA,NA,27-05-06,03-07-06,27-05-06,03-07-06,510,513,613,UNHATCH,23.95881667,-106.9167667,0,3,10-05-06,13-05-06,13-06-06,NA,NA,NA,NA,NA,0,NA,NA,Inf,#NAME?,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10-05-06,NA,NA,NA,27-05-06,03-07-06,F,M
2006,C,10,SP,U,U,518,612,NA,CA034,CA013,CA218,NA,NA,NA,NA,NA,NA,F,M,RX.MX|GX.WX,2006-C-10,2006,2006,2006-RX.MX|GX.WX,NA,NA,31-05-06,31-05-06,31-05-06,31-05-06,518,513,612,HATCH,23.95923333,-106.9158167,1,3,18-05-06,13-05-06,12-06-06,12-06-06,NA,NA,NA,NA,9,NA,NA,612,629,629,NA,NA,NA,NA,NA,NA,12-06-06,29-06-06,29-06-06,NA,12-06-06,NA,18.6,6,NA,NA,NA,NA,NA,NA,NA,NA,18.6,12-06-06,3.213592233,12-06-06,14-05-06,18-05-06,-3.213592233,NA,NA,31-05-06,31-05-06,F,M
2006,C,11,SP,U,U,513,NA,NA,CA003,802109716,NA,NA,NA,NA,NA,NA,NA,F,M,RX.MX|YX.GX,2006-C-11,2006,2006,2006-RX.MX|YX.GX,NA,NA,25-05-06,22-06-06,25-05-06,22-06-06,513,514,527,PRED,23.96131667,-106.9137667,NA,2,13-05-06,14-05-06,27-05-06,NA,NA,NA,NA,NA,0,NA,NA,Inf,#NAME?,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13-05-06,NA,NA,NA,25-05-06,22-06-06,F,M
