year,site,nest,species,ring,mate_ring,chick1,chick2,chick3,field_sex_focal,captured_focalyear_focal,field_sex_mate,captured_focalyear_mate,comments_field,comments_stdfile,code,nest.id,year.cr,year.mr,first.res,last.res,first.cap.r,last.cap.r,fate,northing,easting,no_chicks,clutch_size,laying_date.r,found_date.r,end_date.r,times.adult.not.seen,total.brood.res,first.bf.adult.r,last.bf.adult.r,adult.not.seen.bf.r,last.bf.adult.before.desertion.r,datenot.seen.after.desertion.r,first.bf.r,last.bf.r,chicks.alive.last.r,chicks.not.seen.bf.r,chick1.capdate,chick1.bill,chick1.tarsus,chick1.weight,chick2.capdate,chick2.bill,chick2.tarsus,chick2.weight,chick3.capdate,chick3.bill,chick3.tarsus,chick3.weight,largest.chick.tarsus,largest.chick.capture,largest.chick.age,largest.chick.capdate,estimated.ld,estimated.hd,layingdate,check.estld,first.d.seen,last.d.seen,mol_sex_focal,mol_sex_mate
2008,S,19,KP,CA2652,CA1037,NA,NA,NA,F,yes,M,yes,NA,NA,MX.RX|OX.YX,2008-S-19,2008,2008,20-12-08,20-12-08,27-10-08,27-10-08,DESTROYED,1675462,261506,0,3,16-10-08,21-10-08,07-11-08,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16-10-08,NA,27-10-08,20-12-08,F,M
2008,S,21,KP,CA2650,CA2649,CA2674,CA2675,CA2676,F,yes,M,yes,NA,NA,MX.RX|YX.YX,2008-S-21,2008,2008,NA,NA,24-10-08,24-10-08,HATCH,1675620,261903,3,3,15-10-08,23-10-08,13-11-08,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,13-11-08,7,20.3,7.6,13-11-08,6.9,19.7,6.7,13-11-08,7,20.4,7.3,20.4,13-11-08,2.755555556,13-11-08,16-10-08,10-11-08,15-10-08,1.244444444,24-10-08,24-10-08,F,M
2008,S,22,KP,CA2664,CA2665,CA2663,CA2677,NA,F,yes,M,yes,NA,NA,WX.MX|RX.WX,2008-S-22,2008,2008,NA,NA,11-11-08,11-11-08,HATCH,NA,NA,2,NA,18-10-08,11-11-08,16-11-08,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,11-11-08,7.7,19.6,8.6,16-11-08,8.7,20.3,5.1,NA,NA,NA,NA,20.3,16-11-08,2.533333333,16-11-08,19-10-08,13-11-08,18-10-08,1.466666667,11-11-08,11-11-08,F,M
2008,S,23,KP,CA2671,CA2672,CA2673,NA,NA,F,yes,M,yes,NA,NA,WX.MX|YX.YX,2008-S-23,2008,2008,NA,NA,11-11-08,11-11-08,HATCH,1672883,266234,1,NA,20-10-08,13-11-08,13-11-08,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,11-11-08,7.3,21,6.1,NA,NA,NA,NA,NA,NA,NA,NA,21,11-11-08,4.088888889,11-11-08,12-10-08,06-11-08,20-10-08,-7.088888889,11-11-08,11-11-08,F,M
2008,S,6,KP,CA1067,NA,NA,NA,NA,F,yes,M,no,NA,NA,MX.OX|BX.GX,2008-S-6,2008,2008,03-10-08,03-10-08,25-09-08,25-09-08,DISAPPEARED,1676074,260679,NA,1,NA,25-09-08,08-10-08,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25-09-08,03-10-08,F,NA
2008,S,7,KP,CA1073,NA,NA,NA,NA,F,yes,M,no,NA,NA,MX.OX|BX.RX,2008-S-7,2008,2008,NA,NA,26-09-08,26-09-08,PREDATED,1675702,261081,NA,2,16-09-08,26-09-08,05-10-08,0,1,01-11-08,01-11-08,NA,NA,NA,24-10-08,01-11-08,01-11-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16-09-08,NA,26-09-08,01-11-08,F,NA
2008,S,8,KP,CA1080,CA1147,CA2602,CA2639,NA,F,yes,M,yes,NA,NA,MX.OX|LX.GX,2008-S-8,2008,2008,22-10-08,20-12-08,26-09-08,20-10-08,HATCH,1675979,260750,2,3,17-09-08,26-09-08,06-10-08,2,4,19-10-08,06-11-08,NA,19-10-08,27-10-08,19-10-08,06-11-08,06-11-08,NA,11-10-08,8.8,21.6,6.3,20-10-08,12.3,27.3,11,NA,NA,NA,NA,27.3,20-10-08,18.08888889,20-10-08,06-09-08,01-10-08,17-09-08,-10.08888889,26-09-08,20-12-08,F,M
2009,B,1,KP,CA2689,NA,NA,NA,NA,F,yes,M,no,NA,NA,LX.LX|LX.MX,2009-B-1,2009,2009,NA,NA,09-10-09,09-10-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,09-10-09,09-10-09,F,NA
2009,B,NA,KP,CA1615,NA,NA,NA,NA,F,no,M,no,NA,"unclear if these were caught with mistnet, no comments in captures file (CCI 2015)",RX.MX|RX.RX,2009-B-NA,2009,2009,NA,NA,15-04-09,15-04-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15-04-09,15-04-09,NA,NA
2009,C,2,KP,CA1666,CA1665,NA,NA,NA,F,yes,M,yes,NA,NA,YX.MX|YX.YX,2009-C-2,2009,2009,NA,NA,17-10-09,17-10-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17-10-09,17-10-09,F,M
2009,C,3,KP,CA1669,CA1668,NA,NA,NA,F,yes,M,yes,NA,NA,YX.MX|OX.OX,2009-C-3,2009,2009,NA,NA,17-10-09,17-10-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17-10-09,17-10-09,F,M
2009,M,-2,KP,CA2713,NA,CA2714,CA2715,NA,F,yes,M,no,NA,NA,RX.MX|WX.WX,2009-M--2,2009,2009,NA,NA,17-10-09,17-10-09,NA,NA,NA,NA,NA,NA,NA,NA,0,1,17-10-09,17-10-09,NA,NA,NA,17-10-09,17-10-09,17-10-09,NA,17-10-09,8.5,22.6,9,17-10-09,9.1,23.5,9.5,NA,NA,NA,NA,23.5,17-10-09,9.644444444,17-10-09,12-09-09,07-10-09,12-09-09,NA,17-10-09,17-10-09,F,NA
2009,M,-3,KP,CA2716,NA,CA2712,NA,NA,F,yes,M,no,NA,NA,RX.MX|WX.RX,2009-M--3,2009,2009,NA,NA,17-10-09,17-10-09,NA,NA,NA,NA,NA,NA,NA,NA,0,1,17-10-09,17-10-09,NA,NA,NA,17-10-09,17-10-09,17-10-09,NA,17-10-09,11.2,27.3,15,NA,NA,NA,NA,NA,NA,NA,NA,27.3,17-10-09,18.08888889,17-10-09,03-09-09,28-09-09,03-09-09,NA,17-10-09,17-10-09,F,NA
2009,S,-11,KP,CA1181,CA1087,CA3010,NA,NA,F,yes,M,yes,NA,NA,MX.RX|OX.LX,2009-S--11,2008,2008,NA,NA,31-10-09,31-10-09,NA,NA,NA,NA,NA,NA,NA,NA,0,2,01-11-09,14-11-09,NA,NA,NA,01-11-09,14-11-09,14-11-09,NA,31-10-09,9.8,23,7.4,NA,NA,NA,NA,NA,NA,NA,NA,23,31-10-09,8.533333333,31-10-09,27-09-09,22-10-09,27-09-09,NA,31-10-09,14-11-09,F,M
2009,S,-15,KP,CA1627,NA,CA2746,CA2747,CA2748,F,yes,M,no,NA,NA,BX.MX|WX.BX,2009-S--15,2009,2009,10-10-09,10-10-09,01-10-09,09-11-09,NA,NA,NA,NA,NA,NA,NA,NA,0,1,09-11-09,09-11-09,NA,NA,NA,09-11-09,09-11-09,09-11-09,NA,09-11-09,7.9,20.2,6.8,09-11-09,8.3,22.2,7.1,09-11-09,7.9,21.1,6.7,22.2,09-11-09,6.755555556,09-11-09,08-10-09,02-11-09,08-10-09,NA,01-10-09,09-11-09,F,NA
2009,S,-2,KP,CA2705,CA1142,CA2706,CA2707,NA,F,yes,M,yes,NA,NA,MX.OX|RX.RX,2009-S--2,2009,2009,NA,NA,11-10-09,11-10-09,NA,NA,NA,NA,NA,NA,NA,NA,1,4,11-10-09,15-10-09,03-11-09,NA,NA,11-10-09,03-11-09,03-11-09,NA,11-10-09,6.5,19.7,6.6,11-10-09,7.8,21.9,6.2,NA,NA,NA,NA,21.9,11-10-09,6.088888889,11-10-09,09-09-09,04-10-09,09-09-09,NA,11-10-09,15-10-09,F,M
2009,S,-3,KP,CA2709,NA,CA2710,NA,NA,F,yes,M,no,NA,NA,MX.OX|WX.LX,2009-S--3,2009,2009,NA,NA,15-10-09,15-10-09,NA,NA,NA,NA,NA,NA,NA,NA,0,1,15-10-09,15-10-09,NA,NA,NA,15-10-09,15-10-09,15-10-09,NA,15-10-09,7,21.5,6.8,NA,NA,NA,NA,NA,NA,NA,NA,21.5,15-10-09,5.2,15-10-09,14-09-09,09-10-09,14-09-09,NA,15-10-09,15-10-09,F,NA
2009,S,-7,KP,CA1604,CA1675,CA2724,CA2725,CA2726,F,yes,M,yes,NA,NA,MX.RX|LX.GX,2009-S--7,2009,2009,NA,NA,20-10-09,20-10-09,NA,NA,NA,NA,NA,NA,NA,NA,0,1,20-10-09,20-10-09,NA,NA,NA,20-10-09,20-10-09,20-10-09,NA,20-10-09,8.6,23.2,11,20-10-09,7.8,22.3,10,20-10-09,6.5,20,8,23.2,20-10-09,8.977777778,20-10-09,16-09-09,11-10-09,16-09-09,NA,20-10-09,20-10-09,F,M
2009,S,-8,KP,CA1063,CA1119,CA1686,NA,NA,F,yes,M,yes,NA,NA,MX.RX|GX.BX,2009-S--8,2007,2007,NA,NA,22-10-09,22-10-09,NA,NA,NA,NA,NA,NA,NA,NA,1,3,22-10-09,16-11-09,NA,NA,NA,22-10-09,16-11-09,16-11-09,NA,22-10-09,9.2,22.5,10,NA,NA,NA,NA,NA,NA,NA,NA,22.5,22-10-09,7.422222222,22-10-09,19-09-09,14-10-09,19-09-09,NA,22-10-09,16-11-09,F,M
2009,S,101,KP,CA1620,CA1619,CA1648,CA1650,NA,F,yes,M,yes,NA,NA,BX.MX|YX.BX,2009-S-101,2009,2009,NA,NA,25-09-09,25-09-09,HATCH,1677608,260142,2,2,NA,14-09-09,11-10-09,0,7,15-10-09,13-11-09,NA,NA,NA,15-10-09,13-11-09,13-11-09,NA,10-10-09,7,19,7.9,11-10-09,7.3,19.3,8.3,NA,NA,NA,NA,19.3,11-10-09,0.311111111,11-10-09,15-09-09,10-10-09,15-09-09,NA,25-09-09,13-11-09,F,M
2009,S,103,KP,CA1627,NA,NA,NA,NA,F,yes,M,no,NA,NA,BX.MX|WX.BX,2009-S-103,2009,2009,10-10-09,10-10-09,01-10-09,09-11-09,DISAPPEARED,1676745,260418,0,2,NA,20-09-09,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,01-10-09,09-11-09,F,NA
2009,S,107,KP,CA2629,CA1639,CA1653,CA2708,NA,F,yes,M,yes,NA,NA,MX.RX|WX.WX,2009-S-107,2008,2008,NA,NA,01-10-09,14-11-09,HATCH,1676315,260513,2,2,21-09-09,26-09-09,15-10-09,0,1,15-10-09,15-10-09,NA,NA,NA,15-10-09,15-10-09,15-10-09,NA,13-10-09,7.2,18.3,8.8,15-10-09,5.9,20.4,5.7,NA,NA,NA,NA,20.4,15-10-09,2.755555556,15-10-09,17-09-09,12-10-09,21-09-09,-3.755555556,01-10-09,14-11-09,F,M
2009,S,108,KP,CA2691,CA1152,CA1679,NA,NA,F,yes,M,yes,NA,NA,BX.MX|OX.RX,2009-S-108,2009,2009,NA,NA,01-10-09,01-10-09,HATCH,1675966,260743,1,3,26-09-09,27-09-09,20-10-09,NA,1,NA,NA,NA,NA,NA,03-11-09,03-11-09,03-11-09,NA,20-10-09,7.5,19.6,9,NA,NA,NA,NA,NA,NA,NA,NA,19.6,20-10-09,0.977777778,20-10-09,24-09-09,19-10-09,26-09-09,-1.977777778,01-10-09,01-10-09,F,M
2009,S,109,KP,CA1153,CA1633,CA1694,CA2730,CA3002,F,yes,M,yes,NA,NA,MX.RX|GX.GX,2009-S-109,2008,2008,NA,NA,09-10-09,09-10-09,HATCH,1676197,260537,3,3,29-09-09,27-09-09,25-10-09,0,2,29-10-09,14-11-09,NA,NA,NA,29-10-09,14-11-09,14-11-09,NA,23-10-09,7.3,20.8,6.8,24-10-09,6.7,19.4,7.5,25-10-09,6.8,19,7,20.8,23-10-09,3.644444444,23-10-09,24-09-09,19-10-09,29-09-09,-4.644444444,09-10-09,14-11-09,F,M
2009,S,110,KP,CA1058,CA1059,CA1671,CA2721,CA1676,F,yes,M,yes,NA,NA,MX.RX|BX.OX,2009-S-110,2007,2007,NA,NA,29-09-09,29-09-09,HATCH,1676225,260513,3,3,26-09-09,27-09-09,20-10-09,0,2,26-10-09,16-11-09,NA,NA,NA,26-10-09,16-11-09,16-11-09,NA,19-10-09,7.5,19.2,7.1,19-10-09,6,19.7,6.8,20-10-09,7.6,18.5,8.5,19.7,19-10-09,1.2,19-10-09,22-09-09,17-10-09,26-09-09,-3.2,29-09-09,16-11-09,F,M
2009,S,111,KP,CA1636,CA1630,CA1699,CA2728,NA,F,yes,M,yes,NA,NA,BX.MX|WX.LX,2009-S-111,2009,2009,24-10-09,24-10-09,05-10-09,05-10-09,HATCH,1676594,260487,2,2,26-09-09,28-09-09,NA,0,1,26-10-09,26-10-09,NA,NA,NA,26-10-09,26-10-09,26-10-09,NA,24-10-09,6.4,18.6,6.4,24-10-09,7,19.2,7.3,NA,NA,NA,NA,19.2,24-10-09,0.088888889,24-10-09,28-09-09,23-10-09,26-09-09,2.911111111,05-10-09,26-10-09,F,M
2009,S,113,KP,CA1616,CA2693,NA,NA,NA,F,yes,M,yes,NA,NA,OX.MX|RX.RX,2009-S-113,2009,2009,NA,NA,21-04-09,13-10-09,DISAPPEARED,1676807,261551,0,3,27-09-09,29-09-09,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27-09-09,NA,21-04-09,13-10-09,F,M
2009,S,114,KP,CA1637,CA2702,CA1684,CA1689,NA,F,yes,M,yes,NA,NA,BX.MX|RX.GX,2009-S-114,2009,2009,NA,NA,06-10-09,07-10-09,HATCH,1676844,261305,3,2,28-09-09,29-09-09,23-10-09,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,22-10-09,7,18,6.2,23-10-09,7.1,19.8,6.5,NA,NA,NA,NA,19.8,23-10-09,1.422222222,23-10-09,26-09-09,21-10-09,28-09-09,-1.422222222,06-10-09,07-10-09,F,M
2009,S,116,KP,CA1080,CA1147,CA1691,NA,NA,F,yes,M,yes,NA,NA,MX.OX|LX.GX,2009-S-116,2008,2008,NA,NA,06-10-09,06-10-09,HATCH,1675996,260776,1,3,28-09-09,29-09-09,23-10-09,0,1,01-11-09,01-11-09,NA,NA,NA,01-11-09,01-11-09,01-11-09,NA,23-10-09,6.7,19.3,6,NA,NA,NA,NA,NA,NA,NA,NA,19.3,23-10-09,0.311111111,23-10-09,27-09-09,22-10-09,28-09-09,-0.311111111,06-10-09,01-11-09,F,M
2009,S,117,KP,CA1104,CA1107,NA,NA,NA,F,no,M,no,"Not in captures, info of colour rings in Tamas's file",NA,MX.OX|GX.OX,2009-S-117,2007,2007,NA,NA,NA,NA,DISAPPEARED,1677448,260764,0,3,29-09-09,30-09-09,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29-09-09,NA,NA,NA,F,M
2009,S,118,KP,CA2614,CA2642,CA1698,CA2727,CA3008,F,yes,M,yes,NA,NA,MX.RX|WX.OX,2009-S-118,2008,2008,NA,NA,06-10-09,06-10-09,HATCH,1675557,261356,3,3,29-09-09,30-09-09,30-10-09,0,2,30-10-09,14-11-09,NA,NA,NA,30-10-09,14-11-09,14-11-09,NA,24-10-09,7,19.2,6,24-10-09,5.8,18,7.3,30-10-09,9.1,21.4,7.2,21.4,30-10-09,4.977777778,30-10-09,30-09-09,25-10-09,29-09-09,1.022222222,06-10-09,14-11-09,F,M
2009,S,121,KP,CA2703,CA2694,NA,NA,NA,F,yes,M,yes,NA,NA,MX.OX|RX.OX,2009-S-121,2009,2009,NA,NA,07-10-09,30-10-09,HATCH,1676743,261467,UNKNOWN,3,30-09-09,04-10-09,NA,NA,1,NA,NA,NA,NA,NA,19-11-09,19-11-09,19-11-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30-09-09,NA,07-10-09,30-10-09,F,M
2009,S,122,KP,CA2652,CA1037,NA,NA,NA,F,yes,M,yes,NA,NA,MX.RX|OX.YX,2009-S-122,2008,2008,NA,NA,07-10-09,07-10-09,HATCH,1675536,261550,1,2,27-09-09,04-10-09,NA,0,1,27-10-09,27-10-09,NA,NA,NA,27-10-09,27-10-09,27-10-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27-09-09,NA,07-10-09,27-10-09,F,M
2009,S,123,KP,CA1655,CA1654,CA3014,CA3017,NA,F,yes,M,yes,NA,NA,OX.MX|YX.BX,2009-S-123,2009,2009,24-10-09,24-10-09,15-10-09,15-10-09,HATCH,NA,NA,2,NA,07-10-09,NA,05-11-09,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,31-10-09,7,20.9,6.9,04-11-09,7.2,20,7.2,NA,NA,NA,NA,20.9,31-10-09,3.866666667,31-10-09,02-10-09,27-10-09,07-10-09,-4.866666667,15-10-09,24-10-09,F,M
2009,S,124,KP,CA1651,NA,NA,NA,NA,F,yes,M,no,NA,NA,BX.MX|WX.RX,2009-S-124,2009,2009,NA,NA,12-10-09,14-10-09,NA,1676068,261737,NA,3,01-10-09,07-10-09,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,01-10-09,NA,12-10-09,14-10-09,F,NA
2009,S,13,KP,CA1644,CA1069,CA3003,NA,NA,F,yes,M,yes,NA,NA,BX.MX|YX.OX,2009-S-13,2009,2009,NA,NA,09-10-09,09-10-09,HATCH,1676139,260784,1,3,25-09-09,29-09-09,26-10-09,0,2,14-11-09,16-11-09,NA,NA,NA,14-11-09,16-11-09,16-11-09,NA,26-10-09,7.1,20,5.9,NA,NA,NA,NA,NA,NA,NA,NA,20,26-10-09,1.866666667,26-10-09,29-09-09,24-10-09,25-09-09,4.133333333,09-10-09,16-11-09,F,M
2009,S,131,KP,CA3016,NA,NA,NA,NA,F,yes,M,no,"Not in captures, info on BirdRef_Maio_ALL Andras sent",NA,OX.MX|YX.WX,2009-S-131,2009,2009,NA,NA,03-11-09,03-11-09,UNKNOWN,NA,NA,NA,1,NA,19-10-09,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,03-11-09,03-11-09,F,NA
2009,S,15,KP,CA1067,CA1631,CA1677,CA1678,CA1680,F,yes,M,yes,NA,NA,MX.OX|BX.GX,2009-S-15,2008,2008,27-10-09,27-10-09,01-10-09,01-10-09,HATCH,1676072,260711,3,3,25-09-09,01-10-09,20-10-09,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,20-10-09,7.6,19.9,8.2,20-10-09,6.8,18.6,8.6,20-10-09,7.9,22.3,7.3,22.3,20-10-09,6.977777778,20-10-09,18-09-09,13-10-09,25-09-09,-6.977777778,01-10-09,27-10-09,F,M
2009,S,16,KP,CA1634,CA1628,CA1662,CA1663,NA,F,yes,M,yes,NA,NA,BX.MX|LX.WX,2009-S-16,2009,2009,NA,NA,05-10-09,05-10-09,HATCH,1675830,261017,2,2,29-09-09,03-10-09,16-10-09,1,2,18-10-09,18-10-09,NA,NA,NA,16-10-09,18-10-09,18-10-09,NA,16-10-09,7.3,20.6,7,16-10-09,7.2,21,7.6,NA,NA,NA,NA,21,16-10-09,4.088888889,16-10-09,16-09-09,11-10-09,29-09-09,-12.08888889,05-10-09,18-10-09,F,M
2009,S,18,KP,CA1649,CA1682,CA3007,CA3011,NA,F,yes,M,yes,NA,NA,BX.MX|YX.WX,2009-S-18,2009,2009,NA,NA,11-10-09,14-10-09,HATCH,1675657,262018,2,2,01-10-09,06-10-09,30-10-09,0,1,19-11-09,19-11-09,NA,NA,NA,19-11-09,19-11-09,19-11-09,NA,30-10-09,6.1,19.1,6.4,31-10-09,6.7,19.6,6.6,NA,NA,NA,NA,19.6,31-10-09,0.977777778,31-10-09,05-10-09,30-10-09,01-10-09,4.022222222,11-10-09,19-11-09,F,M
2009,S,201,KP,CA1089,CA1664,CA2733,CA2734,NA,F,yes,M,yes,NA,NA,MX.OX|LX.RX,2009-S-201,2008,2008,NA,NA,13-10-09,13-10-09,NA,1675579,261481,NA,3,04-10-09,07-10-09,NA,0,1,03-11-09,03-11-09,NA,NA,NA,03-11-09,03-11-09,03-11-09,NA,29-10-09,7.2,19.2,7.3,29-10-09,6.7,19.5,7,NA,NA,NA,NA,19.5,29-10-09,0.755555556,29-10-09,03-10-09,28-10-09,04-10-09,-0.755555556,13-10-09,03-11-09,F,M
2009,S,204,KP,CA3049,NA,NA,NA,NA,F,yes,M,no,NA,NA,OX.MX|WX.BX,2009-S-204,2009,2009,NA,NA,29-11-09,29-11-09,UNKNOWN,1677160,260224,NA,3,29-11-09,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29-11-09,NA,29-11-09,29-11-09,F,NA
2009,S,21,KP,CA1073,CA1643,CA1693,NA,NA,F,yes,M,yes,NA,NA,MX.OX|BX.RX,2009-S-21,2008,2008,NA,NA,07-10-09,07-10-09,HATCH,1675678,261100,2,3,29-09-09,07-10-09,23-10-09,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,23-10-09,6.5,20,6.6,NA,NA,NA,NA,NA,NA,NA,NA,20,23-10-09,1.866666667,23-10-09,26-09-09,21-10-09,29-09-09,-2.866666667,07-10-09,07-10-09,F,M
2009,S,22,KP,CA2650,NA,NA,NA,NA,F,yes,M,no,NA,NA,MX.RX|YX.YX,2009-S-22,2008,2008,NA,NA,14-10-09,14-10-09,UNKNOWN,1675631,261901,NA,3,04-10-09,07-10-09,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,04-10-09,NA,14-10-09,14-10-09,F,NA
2009,S,27,KP,CA1670,CA1659,CA3012,CA3013,CA2736,F,yes,M,yes,NA,NA,MX.BX|BX.BX,2009-S-27,2009,2009,NA,NA,19-10-09,19-10-09,HATCH,1676374,261722,3,3,04-10-09,09-10-09,31-10-09,0,1,19-11-09,19-11-09,NA,NA,NA,19-11-09,19-11-09,19-11-09,NA,31-10-09,6.6,19.7,6.7,31-10-09,7,20,6.4,03-11-09,16.6,20.1,7.2,20.1,03-11-09,2.088888889,03-11-09,06-10-09,31-10-09,04-10-09,2.911111111,19-10-09,19-11-09,F,M
2009,S,29,KP,CA1673,CA1688,CA3024,NA,NA,F,yes,M,yes,NA,NA,MX.LX|LX.GX,2009-S-29,2014,2009,NA,NA,20-10-09,20-10-09,HATCH,1678190,260218,1,2,08-10-09,11-10-09,05-11-09,0,1,13-11-09,13-11-09,NA,NA,NA,13-11-09,13-11-09,13-11-09,NA,05-11-09,6.5,19,5.6,NA,NA,NA,NA,NA,NA,NA,NA,19,05-11-09,-0.355555556,05-11-09,11-10-09,05-11-09,08-10-09,3,20-10-09,13-11-09,F,M
2009,S,30,KP,CA1681,CA1143,CA3030,CA3031,CA3032,F,yes,M,yes,NA,NA,MX.BX|BX.RX,2009-S-30,2009,2009,NA,NA,21-10-09,21-10-09,HATCH,1675756,261968,3,3,10-10-09,14-10-09,06-11-09,NA,1,NA,NA,NA,NA,NA,19-11-09,19-11-09,19-11-09,NA,06-11-09,7.4,19.6,6.2,06-11-09,6.8,18.2,6,06-11-09,7,19.2,6.4,19.6,06-11-09,0.977777778,06-11-09,11-10-09,05-11-09,10-10-09,1.022222222,21-10-09,21-10-09,F,M
2009,S,301,KP,CA2690,NA,CA2752,CA2753,NA,F,yes,M,no,NA,NA,BX.MX|OX.OX,2009-S-301,2009,2009,NA,NA,01-10-09,04-11-09,HATCH,1676536,261554,2,3,29-10-09,30-10-09,25-11-09,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,24-11-09,7.9,18.8,7.5,24-11-09,6.2,18.2,7.7,NA,NA,NA,NA,18.8,24-11-09,-0.8,24-11-09,30-10-09,24-11-09,29-10-09,1,01-10-09,04-11-09,F,NA
2009,S,302,KP,CA2742,CA2739,NA,NA,NA,F,yes,M,yes,NA,NA,MX.RX|RX.YX,2009-S-302,2009,2009,NA,NA,04-11-09,04-11-09,NA,1676512,261583,NA,2,29-10-09,30-10-09,25-11-09,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29-10-09,NA,04-11-09,04-11-09,F,M
2009,S,303,KP,CA2744,CA2743,NA,NA,NA,F,yes,M,yes,NA,NA,RX.MX|BX.WX,2009-S-303,2009,2009,NA,NA,04-11-09,04-11-09,NA,1676544,261520,NA,2,28-10-09,31-10-09,27-11-09,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28-10-09,NA,04-11-09,04-11-09,F,M
2009,S,304,KP,CA2738,CA2737,CA2750,CA2751,NA,F,yes,M,yes,NA,NA,MX.BX|WX.YX,2009-S-304,2009,2009,NA,NA,03-11-09,03-11-09,HATCH,1675755,261863,2,3,22-10-09,31-10-09,19-11-09,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,19-11-09,7.3,19.3,6.5,19-11-09,8,19.7,5.8,NA,NA,NA,NA,19.7,19-11-09,1.2,19-11-09,23-10-09,17-11-09,22-10-09,1.8,03-11-09,03-11-09,F,M
2009,S,31,KP,CA3020,CA3019,CA3021,CA2745,CA3039,F,yes,M,yes,NA,NA,MX.BX|LX.LX,2009-S-31,2009,2009,NA,NA,04-11-09,04-11-09,HATCH,1675526,261844,3,3,06-10-09,14-10-09,10-11-09,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,04-11-09,6.9,20.1,6.2,07-11-09,6.2,19.3,7.5,10-11-09,7.3,19.3,6,20.1,04-11-09,2.088888889,04-11-09,07-10-09,01-11-09,06-10-09,1.911111111,04-11-09,04-11-09,F,M
